Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Others,Pooja Room,Servant Room,Store Room,Study Room,Floor Num,Total Floor,Facing_North,Facing_North-East,Facing_North-West,Facing_South,Facing_South-East,Facing_South-West,Facing_Unknown,Facing_West,Property Age,Overlooking_Club,Overlooking_Lake facing,Overlooking_Main Road,Overlooking_Others,Overlooking_Park,Overlooking_Pool,NearbyPlace_Business,NearbyPlace_Education,NearbyPlace_Financial,NearbyPlace_Healthcare,NearbyPlace_Leisure,NearbyPlace_Religious,NearbyPlace_Residentail,NearbyPlace_Shopping,NearbyPlace_Transport,Property Ownership,Furnishing,Power Backup,Covered_Parking,Open_Parking,Total Parking,Rating,Sector_encoded
Sector 67,0.75,666,2,2,1,0,0,0,0,0,9,13,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,0,1,1,3.8,2.6
Sector 86,0.65,610,2,2,1,0,0,0,0,0,4,14,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,3.94,2.1
Sector 102,0.8,711,3,3,1,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,3.9,2.3
Sector 88,1.9,1701,2,2,2,0,0,0,0,0,14,17,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,1.9
Sector 67,0.76,609,2,2,1,0,0,0,0,0,8,14,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,1,3.9,2.6
Sector 76,0.85,655,2,2,2,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,3.8,1
Sector 33,0.65,759,2,2,1,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,2,4.1,2
Sector 61,3,1765,3,3,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,3.6,2.7
Sector 92,1.8,2176,3,4,4,0,0,1,0,0,4,14,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,3.9,1.8
Sector 84,0.65,498,2,2,2,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,3.7,2.1
Sector 49,3.15,2151,3,3,3,0,0,1,0,0,8,13,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,2,1,0,1,4,3.2
Sector 63,0.85,609,2,2,3,0,0,0,0,0,3,23,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,3.96,2.7
Sector 102,0.8,665,3,2,2,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2,2,3.9,2.3
Sector 85,0.65,609,2,2,1,0,0,0,0,0,9,14,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,3.9,1.9
Sector 63,1.15,886,2,2,4,0,0,0,0,1,2,10,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,3.76,2.7
Sector 95,1.26,1900,3,4,4,0,0,1,0,0,11,17,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,1,4.2,0.9
Sector 92,1.35,1570,3,3,0,0,0,0,0,0,12,20,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3.8,1.8
Sector 54,4.15,1830,3,4,3,1,1,1,0,0,6,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.96,3.8
Sector 36,1.4,1115,3,3,3,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,4,5,3.7,1.6
Sector 93,0.65,626,2,2,3,0,0,0,0,0,9,14,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,3.7,1.2
Sector 37,1.4,1289,3,2,2,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.78,1.5
Sector 89,0.648,617,2,2,3,0,0,0,0,0,7,19,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,3.8,1.6
Sector 108,1.25,1317,2,2,2,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,2,1,0,1,3.8,3.1
Sector 93,0.62,626,2,2,3,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,3.7,1.2
Sector 93,0.7,644,2,2,3,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,1,1,2,3.7,1.2
Sector 58,3.15,1442,2,2,1,0,0,0,0,1,4,7,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.8,3.8
Sector 67,0.7656,609,2,2,1,1,0,0,0,0,9,14,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,3.9,2.6
Sector 92,1.25,1220,3,2,3,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.7,1.8
Sector 70,0.52,519,1,1,1,0,0,0,0,0,9,14,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,1,0,1,1,4,2.2
Sector 70,1.55,938,3,2,2,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,0,1,1,3.9,2.2
Sector 85,1.7,2230,3,4,3,0,0,0,1,0,10,26,0,0,0,0,0,1,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4.1,1.9
Sector 83,1.87,1606,3,3,2,0,1,0,0,0,11,18,0,0,0,0,0,1,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,3.9,1.8
Sector 1,1.42,1759,3,4,3,0,1,1,0,0,2,20,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3.9,1.5
Sector 37,1.2,1278,2,2,3,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,1.5
Sector 2,1.25,1070,2,2,4,0,0,0,0,0,12,18,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,1,4,2.1
Sector 86,3.7,2356,3,4,4,0,0,1,0,0,15,21,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,2,0,2,3.8,2.1
Sector 66,3.3,1870,3,4,4,1,0,1,0,0,14,23,0,0,0,1,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,3.7
Sector 113,1.9,1153,2,2,2,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,3.6,2.7
Sector 85,0.7,609,2,2,2,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,3.9,1.9
Sector 83,1.6,1435,3,2,1,0,0,0,0,1,1,15,0,0,0,0,0,1,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.7,1.8
Sector 67,0.75,666,2,2,1,1,0,0,0,0,9,13,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.8,2.6
Sector 76,0.64,618,2,2,1,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,1,2,3.8,1
Sector 76,0.83,600,2,2,3,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,2,3.8,1
Sector 61,1.9,1186,2,2,2,0,0,0,0,1,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 66,3.3,1850,3,3,3,0,0,1,0,0,10,23,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,4.2,3.7
Sector 66,2.25,1450,3,3,3,0,0,0,1,0,8,23,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,4.2,3.7
Sector 76,0.84,655,2,2,3,0,0,0,0,0,8,14,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,2,3.8,1
Sector 1,1.65,2102,3,3,3,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0,1,3.86,1.5
Sector 66,5,1957,3,3,2,0,0,1,0,0,2,17,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,2,2,0,2,4,3.7
Sector 92,2,1232,3,3,3,0,0,0,0,0,5,20,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.7,1.8
Sector 86,0.8,517,2,2,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,3.9,2.1
Sector 95,1.25,1273,3,2,4,0,0,0,0,1,12,19,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,2,1,0,1,4,0.9
Sector 33,1.39,1282,2,2,4,0,1,1,1,1,3,22,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.86,2
Sector 102,0.77,711,3,3,0,0,0,0,0,0,6,14,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3.9,2.3
Sector 92,0.55,609,2,2,1,0,0,0,0,1,11,12,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,3.9,1.8
Sector 90,0.45,400,1,1,1,0,0,1,0,0,7,14,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,1,1,2,3.5,1.8
Sector 88,1.56,1392,3,3,2,0,1,1,0,1,2,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.7,1.9
Sector 79,2.15,1500,3,3,2,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,4.1,2.4
Sector 88,1.81,1598,3,3,3,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.7,1.9
Sector 95,0.7,587,2,2,2,0,0,0,0,0,19,19,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,3.7,0.9
Sector 92,0.98,769,3,2,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,1,0,1,1,3.74,1.8
Sector 33,2.5,1554,4,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,2,2,0,1,1,3.7,2
Sector 102,0.635,744,2,2,1,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,3.9,2.3
Sector 89,1.75,1494,3,3,2,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,3.64,1.6
Sector 33,0.45,571,2,2,2,0,0,0,0,0,9,19,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,2,0,1,1,2,3.7,2
Sector 104,1.8,1254,3,3,3,0,0,0,1,0,6,35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.94,2.4
Sector 90,1.2,1250,2,2,3,0,0,0,0,1,6,14,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,3.7,1.8
Sector 37,1.65,956,4,4,2,0,0,0,1,0,4,11,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,2,0,2,4.1,1.5
Sector 6,0.68,649,2,2,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,3.72,0.6
Sector 47,2.15,1496,2,2,2,0,0,0,0,1,7,15,0,1,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,2,1,0,1,3.82,2.8
Sector 79,2.2,1460,3,3,4,1,0,0,0,0,10,15,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,3.84,2.4
Sector 82,2.69,1620,3,3,4,0,0,1,0,0,10,32,0,0,0,1,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4.1,2.3
Sector 52,2.99,1500,4,4,4,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,2,1,0,1,3.8,2.7
Sector 54,2.61,2100,3,2,4,0,0,0,0,0,5,8,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,3.74,3.8
Sector 77,1.35,1243,2,2,2,0,0,0,0,0,1,18,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 82,1.38,1169,2,2,2,0,0,0,0,0,11,16,0,0,0,0,1,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.84,2.3
Sector 90,2.1,1630,3,3,4,0,0,0,0,0,9,29,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,2,1,0,1,3.88,1.8
Sector 109,2.8,1991,3,4,3,0,0,1,0,0,7,27,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,2,1,0,1,4.2,2.4
Sector 70,3,2222,4,5,4,0,0,1,0,0,7,12,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,2,1,1,2,3.6,2.2
Sector 89,0.65,608,2,2,3,0,0,0,0,0,6,19,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,3.84,1.6
Sector 37,1.9,1485,3,3,3,0,1,0,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,3.84,1.5
Sector 86,2.3,1547,3,3,1,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4,2.1
Sector 86,2.35,1547,3,3,1,1,1,0,0,1,8,19,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,2,0,2,4,2.1
Sector 92,2.8,1765,4,4,3,1,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.7,1.8
Sector 109,2.5,1550,3,3,3,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2,2,1,1,2,4.2,2.4
Sector 90,0.7,589,2,2,1,0,0,0,0,0,2,14,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1,1,3.5,1.8
Sector 83,3,2475,4,5,3,0,0,1,0,0,6,18,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,2,2,1,0,1,3.9,1.8
Sector 109,2,1968,3,3,4,0,0,1,0,0,1,14,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.3,2.4
Sector 49,4.3,2206,4,4,4,0,0,1,0,0,2,14,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,3,0,3,4,3.2
Sector 103,0.7,568,2,2,2,0,0,0,0,0,1,14,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,3.8,1.6
Sector 28,4.75,2447,5,4,4,0,0,1,0,0,4,17,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,2,1,0,1,4.3,4.1
Sector 81,1.1,1031,2,2,2,0,0,0,0,0,12,14,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3.6,2.7
Sector 77,3.25,1300,3,3,3,1,1,1,0,1,21,24,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,1,1,2,4,2.1
Sector 70,2.53,1562,3,5,3,0,1,1,0,0,5,18,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.6,2.2
Sector 88,2.27,1900,3,4,4,0,0,1,0,0,12,17,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4,1.9
Sector 2,1.22,1000,2,2,4,0,0,0,0,0,5,18,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,4,2.1
Sector 85,1.2,1101,2,2,2,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,1,2,3.8,1.9
Sector 83,3,1959,3,3,3,0,0,1,0,0,11,14,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,4,1.8
Sector 89,1.49,1769,3,3,3,0,0,1,0,0,9,14,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.88,1.6
Sector 89,1.5,1769,3,3,3,0,0,1,0,0,7,14,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.9,1.6
Sector 103,0.697,773,2,2,2,1,0,0,0,0,6,14,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,3.8,1.6
Sector 89,1.48,1769,3,3,3,0,0,1,0,0,11,14,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.7,1.6
Sector 103,0.69,796,2,2,1,1,0,0,0,0,4,14,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,2,0,1,1,2,3.8,1.6
Sector 102,0.72,595,2,2,1,0,0,0,0,0,4,12,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,3.8,2.3
Sector 104,2.15,1489,3,3,3,0,0,0,0,0,10,35,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.96,2.4
Sector 84,1.32,1427,2,2,3,0,0,0,0,0,8,21,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.5,2.1
Sector 70,0.68,820,2,2,1,1,0,0,0,0,10,14,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,1,1,1,2,4,2.2
Sector 81,1.35,1465,3,2,3,0,0,0,0,0,1,14,0,0,0,0,0,0,1,0,3,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.6,2.7
Sector 109,2.85,1860,3,4,3,0,0,1,0,0,19,25,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,2,1,1,2,4.2,2.4
Sector 22,2.75,1423,2,2,3,0,0,0,0,0,10,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3.8,3
Sector 103,0.655,668,2,2,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,3.8,1.6
Sector 86,2.27,1760,3,4,4,0,0,0,0,1,7,19,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,2,0,2,4,2.1
Sector 51,2.6,1701,4,4,3,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,2,2,4.2,2.9
Sector 67,0.78,800,2,2,2,1,0,0,0,0,7,15,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,3.9,2.6
Sector 36,0.67,549,2,2,2,0,0,0,0,0,3,14,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,3.8,1.6
Sector 67,0.76,619,2,2,1,0,0,0,0,0,7,14,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3.9,2.6
Sector 86,1.9,1717,3,3,3,0,1,1,0,0,19,22,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,2,1,1,2,4,2.1
Sector 109,1.9,1466,3,3,4,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4,2.4
Sector 84,1.16,1250,2,2,3,0,0,0,0,1,16,19,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,1,2,3.8,2.1
Sector 65,2.05,831,2,2,2,0,0,0,0,1,8,13,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.7,3.2
Sector 102,0.72,595,2,2,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,3.8,2.3
Sector 102,0.75,595,2,2,1,0,0,0,0,0,7,12,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,3.8,2.3
Sector 61,1.68,1039,2,2,3,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 92,1.5,1228,3,2,2,0,0,0,0,0,4,22,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,3.72,1.8
Sector 33,0.55,836,2,2,2,0,0,0,0,0,7,10,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,4.1,2
Sector 107,0.67,681,2,2,2,1,0,0,0,0,7,14,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,0,2,2,3.6,1.3
Sector 36,0.56,353,1,1,1,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,3.8,1.6
Sector 89,1.7,1969,3,3,3,0,0,1,0,0,6,25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,3.68,1.6
Sector 47,2.99,1877,3,4,4,0,0,1,0,0,12,19,0,0,1,0,0,0,0,0,4,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,2,2,0,2,3.8,2.8
Sector 102,1.6,980,2,2,2,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.9,2.3
Sector 67,0.77,666,2,2,1,0,0,0,0,0,10,13,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.8,2.6
Sector 88,1.45,1139,2,2,2,0,0,0,1,0,4,17,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,4,1.9
Sector 36,1.35,1120,3,2,4,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,3.7,1.6
Sector 85,2.6,2017,4,5,4,0,0,1,1,0,10,11,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,2,2,2,0,2,3.66,1.9
Sector 77,1.48,1342,2,2,2,0,0,0,0,0,16,18,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,2,0,1,0,1,4,2.1
Sector 25,3.35,1575,4,4,2,1,1,0,0,0,10,14,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.8,3.7
