property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
flat,4,3368.0,2,2,1,4.0,Relatively New,1056.0,0,0,1,7,0.32
flat,95,4646.0,2,2,0,6.0,New Property,990.0,0,0,0,0,0.46
flat,79,13841.0,3,3,3,18.0,Relatively New,1165.0,0,0,1,160,1.2
flat,109,17617.0,1,1,2,9.0,Relatively New,965.0,0,0,0,0,1.7
house,47,17188.0,1,4,3,4.0,Relatively New,576.0,0,0,0,13,0.99
flat,43,19765.0,3,4,2,7.0,Under Construction,2125.0,0,0,0,42,4.2
flat,112,11538.0,3,3,2,2.0,Relatively New,2600.0,0,0,1,49,3.0
house,49,19737.0,5,4,2,2.0,Old Property,3420.0,1,1,0,78,6.75
flat,77,8621.0,3,4,3,1.0,Relatively New,1611.0,1,0,1,104,1.25
flat,85,8660.0,3,4,3+,17.0,Relatively New,2398.0,1,0,1,174,1.99
flat,108,8387.0,3,3,3+,4.0,Relatively New,1338.0,1,0,1,86,1.68
flat,2,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,72,0.78
flat,84,7590.0,3,3,3,6.0,Relatively New,1833.0,1,0,0,28,1.49
flat,45,12346.0,3,3,2,1.0,New Property,195.0,1,0,1,19,2.4
flat,65,14684.0,4,4,0,0.0,Relatively New,2194.0,0,1,0,50,2.9
flat,108,8240.0,4,5,3+,8.0,Relatively New,2779.0,1,0,1,95,2.29
flat,65,14545.0,3,3,3,3.0,Relatively New,1600.0,1,0,1,49,2.4
flat,6,5405.0,2,2,1,0.0,New Property,699.0,0,0,0,0,0.34
flat,37,4886.0,3,3,2,0.0,New Property,1593.0,0,0,0,35,0.86
flat,61,11594.0,2,2,2,21.0,Relatively New,1533.0,1,0,0,105,1.6
flat,88,8148.0,2,4,3+,2.0,Under Construction,1350.0,0,0,0,58,1.1
flat,60,12788.0,3,3,3,9.0,Relatively New,2300.0,1,0,1,165,3.05
flat,71,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,0,59,0.6
house,48,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,0,1,49,8.5
house,9,13410.0,9,9,3+,3.0,Relatively New,2610.0,0,0,0,23,3.5
flat,110,10588.0,4,5,3,7.0,Relatively New,3077.0,1,0,0,165,3.6
house,15,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,49,10.0
flat,70,8205.0,3,5,3,6.0,Relatively New,2167.0,1,0,0,174,1.6
house,10,18889.0,2,1,2,2.0,Old Property,900.0,0,0,0,8,1.7
house,12,9444.0,1,1,1,1.0,Old Property,1800.0,1,0,0,7,1.7
flat,81,11175.0,3,3,3+,14.0,Relatively New,1550.0,1,0,2,49,2.35
house,109,12963.0,5,6,2,2.0,Relatively New,5400.0,1,0,0,154,7.0
flat,95,591.0,1,1,1,14.0,Relatively New,3569.0,0,0,0,49,0.19
flat,63,16470.0,3,3,3+,3.0,New Property,2034.0,0,0,1,16,3.35
flat,72,6693.0,4,5,3+,8.0,Moderately Old,3374.0,1,1,0,136,3.1
flat,106,9735.0,3,4,3+,8.0,Relatively New,1186.0,1,0,1,174,1.1
house,26,4531.0,4,3,2,2.0,Relatively New,8829.0,0,0,1,0,4.0
flat,102,7817.0,4,5,3+,10.0,Relatively New,2600.0,1,0,1,174,2.5
flat,49,11579.0,3,3,3,0.0,Relatively New,1633.0,0,0,0,49,2.09
flat,49,11559.0,3,3,3,15.0,Relatively New,2030.0,0,0,0,49,2.35
flat,36,5537.0,2,2,3,4.0,Relatively New,1095.0,0,0,0,127,0.67
flat,65,14996.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,54,1.9
flat,36,6071.0,3,3,3,2.0,Relatively New,1281.0,0,0,0,152,0.7
flat,37,5714.0,2,2,3,1.0,Moderately Old,1068.0,0,0,1,103,0.78
house,49,22046.0,3,3,1,2.0,Old Property,1701.0,0,0,1,6,3.75
flat,3,12784.0,2,2,0,4.0,Old Property,1056.0,0,0,0,60,1.35
flat,2,9483.0,4,5,3+,11.0,New Property,5249.0,1,0,0,151,5.5
flat,66,12568.0,2,3,3,16.0,Relatively New,1470.0,1,0,1,79,1.85
flat,79,6552.0,2,2,3,5.0,Relatively New,1611.0,0,0,1,174,0.95
flat,56,7769.0,1,1,1,3.0,Old Property,672.0,0,0,1,52,0.47
flat,65,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,48,1.99
flat,37,7090.0,3,3,3,4.0,Relatively New,1350.0,0,0,0,49,1.25
flat,77,5589.0,2,2,2,8.0,Relatively New,1140.0,0,1,1,102,0.75
house,63,15437.0,3,3,3+,4.0,New Property,2771.0,1,0,1,160,3.85
flat,90,5120.0,3,4,3,3.0,New Property,1697.0,1,0,0,106,0.96
flat,54,7953.0,3,3,3+,5.0,Old Property,1991.0,1,0,1,65,1.69
flat,88,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,49,1.45
house,109,11574.0,4,4,3+,2.0,Relatively New,5400.0,1,0,0,138,6.25
flat,4,4514.0,2,2,2,1.0,Moderately Old,521.0,0,0,0,0,0.26
flat,104,7555.0,3,4,3+,15.0,Relatively New,2072.0,1,0,0,159,1.73
flat,48,24300.0,3,5,3+,5.0,Moderately Old,3200.0,1,0,1,49,6.25
flat,113,12489.0,4,4,3+,3.0,Under Construction,2553.0,1,0,0,65,2.87
flat,111,13590.0,3,4,2,7.0,Relatively New,2086.0,1,0,1,159,2.65
flat,22,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,2,133,1.65
flat,90,6838.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,118,1.2
house,14,22222.0,3,3,3,1.0,Moderately Old,2250.0,0,0,0,25,5.0
flat,72,12152.0,4,5,3+,20.0,Relatively New,2376.0,1,0,1,159,3.19
flat,81,14375.0,3,4,3+,18.0,Relatively New,1854.0,1,0,2,174,2.3
flat,81,14603.0,3,4,3+,27.0,Relatively New,1825.0,1,0,1,119,2.3
flat,90,5721.0,4,4,3+,17.0,Relatively New,2468.0,1,0,0,88,1.75
flat,105,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,1,44,0.45
flat,49,12319.0,3,4,3,8.0,Relatively New,2060.0,0,0,1,49,2.55
flat,48,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,3.45
flat,95,7782.0,2,2,2,3.0,New Property,571.0,0,0,1,44,0.4
flat,81,10366.0,3,3,3+,3.0,Relatively New,1881.0,1,0,2,149,2.21
flat,104,7824.0,3,3,3,1.0,New Property,1529.0,0,0,0,49,1.6
house,4,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,0.6
flat,33,6859.0,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0.95
house,86,7827.0,4,5,3+,4.0,Moderately Old,3194.0,1,0,1,49,2.5
flat,102,9195.0,3,3,3,1.0,Relatively New,1653.0,0,0,0,151,1.77
flat,70,8333.0,4,5,3+,7.0,Moderately Old,2169.0,1,0,1,174,2.0
flat,108,23402.0,4,5,3,25.0,New Property,2343.0,1,0,2,97,4.1
flat,79,9640.0,3,4,3,21.0,New Property,1643.0,1,0,0,49,1.85
flat,95,4106.0,2,2,2,10.0,Relatively New,1234.0,0,0,1,60,0.56
flat,50,11516.0,3,3,3+,14.0,Old Property,2357.0,1,0,1,121,3.0
flat,99,5517.0,2,2,1,2.0,New Property,577.0,0,0,0,43,0.32
flat,99,7812.0,3,5,3,4.0,New Property,1807.0,1,0,0,49,1.56
flat,79,11141.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,2.5
flat,110,3667.0,2,1,1,1.0,Relatively New,543.0,0,0,0,0,0.22
flat,4,4688.0,2,2,2,4.0,Relatively New,711.0,0,0,0,42,0.3
flat,89,8784.0,3,3,3,3.0,New Property,1288.0,0,0,0,61,1.25
house,26,29880.0,5,5,3,2.0,Old Property,4518.0,1,1,1,110,13.5
house,91,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,80,2.5
house,43,35403.0,5,4,3+,3.0,Moderately Old,1836.0,1,0,1,54,6.5
flat,43,14242.0,3,3,2,1.0,Old Property,1527.0,0,1,1,102,2.35
flat,53,17241.0,3,4,3,7.0,Old Property,3222.0,1,0,1,24,5.0
flat,113,10600.0,3,3,3,11.0,New Property,2210.0,1,0,0,174,2.35
house,7,10000.0,2,4,3,3.0,Old Property,900.0,1,0,1,44,0.9
flat,83,12329.0,3,3,3,7.0,Relatively New,1387.0,1,0,0,24,1.35
flat,70,9231.0,3,4,3,2.0,New Property,1527.0,1,0,0,45,1.8
flat,102,9307.0,3,4,3,13.0,Relatively New,1945.0,1,0,0,101,2.15
flat,43,20707.0,4,4,3+,18.0,Old Property,2801.0,0,0,0,0,5.8
house,57,21759.0,3,3,2,2.0,Old Property,2160.0,1,0,0,43,4.7
flat,68,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,44,0.9
flat,104,7030.0,2,2,1,4.0,Relatively New,514.0,0,0,0,52,0.4
flat,109,8000.0,3,4,3+,7.0,Relatively New,1797.0,1,0,0,167,1.72
house,4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0.4
flat,92,7769.0,3,4,3,8.0,Relatively New,1805.0,1,0,0,49,1.55
house,50,8867.0,4,5,3+,4.0,New Property,4500.0,1,0,1,112,3.99
flat,81,8647.0,3,4,3+,7.0,Relatively New,2280.0,1,0,1,49,2.3
flat,67,11832.0,3,3,3,4.0,Relatively New,2200.0,1,0,1,37,2.99
flat,65,16970.0,3,3,2,3.0,Relatively New,1650.0,1,0,0,105,2.8
flat,52,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,5.0
flat,2,6185.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,167,1.07
flat,81,8735.0,3,2,3+,3.0,Relatively New,1352.0,0,0,0,45,1.45
flat,35,6999.0,2,2,3,12.0,Under Construction,1184.0,0,0,0,80,1.01
house,73,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,2,87,17.0
flat,48,8377.0,3,3,3,13.0,Old Property,1700.0,0,0,1,119,1.6
house,105,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0.6
flat,113,11338.0,3,4,3,15.0,New Property,2600.0,1,0,0,174,3.05
flat,66,18091.0,3,4,3+,2.0,Moderately Old,2200.0,1,0,1,123,3.98
flat,69,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,1,174,1.75
flat,62,14987.0,4,4,3+,3.0,Moderately Old,3925.0,0,0,0,86,6.5
flat,69,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,102,1.43
house,6,2500.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0.4
flat,76,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,3.5
flat,102,9600.0,3,3,3,12.0,Relatively New,2222.0,1,1,0,95,1.92
flat,9,5814.0,3,3,3,6.0,Old Property,1433.0,0,0,0,31,0.75
flat,33,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0.39
flat,36,6331.0,2,2,2,4.0,Relatively New,939.0,0,0,0,159,0.54
flat,81,11726.0,3,3,2,20.0,Relatively New,1700.0,1,0,2,174,2.5
flat,3,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,36,1.25
flat,9,9091.0,4,3,3+,8.0,Relatively New,1833.0,0,0,1,8,1.5
flat,102,9212.0,3,3,3,7.0,Relatively New,1315.0,1,0,1,137,1.52
flat,83,6667.0,2,2,2,12.0,Relatively New,1154.0,0,0,0,165,0.83
flat,108,18394.0,4,5,3+,2.0,Relatively New,2204.0,1,0,2,149,3.0
flat,92,5013.0,4,5,3+,13.0,Relatively New,1895.0,0,0,0,0,0.95
flat,86,9690.0,2,2,2,6.0,Old Property,573.0,0,0,0,15,0.5
house,46,24500.0,5,4,3+,3.0,Moderately Old,1449.0,1,0,1,73,3.55
flat,51,4630.0,1,1,0,0.0,Moderately Old,80.0,0,0,0,15,0.3
house,57,21605.0,4,4,3+,3.0,Old Property,1620.0,0,1,1,67,3.5
flat,79,7427.0,3,4,3+,6.0,New Property,1659.0,1,0,0,81,1.7
flat,54,25920.0,3,4,3+,7.0,Relatively New,1875.0,1,0,1,49,4.86
flat,92,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0.5
flat,102,10008.0,3,3,3,2.0,Relatively New,2351.0,1,1,0,118,2.6
flat,102,8485.0,3,3,3,9.0,Relatively New,1413.0,1,0,0,49,1.4
house,26,41833.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,120,18.9
house,17,24306.0,2,6,3+,3.0,Old Property,1440.0,0,0,0,0,3.5
flat,102,7817.0,4,5,3+,5.0,Relatively New,2894.0,1,0,0,76,2.5
flat,7,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,1,69,0.8
flat,104,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,30,1.75
flat,59,19174.0,3,4,3,16.0,New Property,3361.0,1,0,1,49,5.8
flat,49,7262.0,4,3,3+,4.0,Old Property,2492.0,0,0,0,65,2.0
flat,58,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,1,49,2.2
flat,81,11686.0,4,5,3+,7.0,Relatively New,2577.0,1,0,2,174,3.5
flat,1,6809.0,4,6,3+,4.0,Relatively New,2611.0,1,0,0,49,1.6
flat,85,8929.0,3,5,3,2.0,New Property,2179.0,0,0,0,53,2.15
flat,95,5464.0,1,1,1,9.0,Relatively New,407.0,0,0,0,52,0.2
flat,81,9419.0,4,5,2,6.0,Relatively New,2882.0,1,0,1,110,3.0
flat,36,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,58,0.58
flat,65,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,1,115,2.85
flat,102,9306.0,3,4,3+,3.0,Relatively New,2334.0,0,0,1,49,2.4
flat,72,15294.0,4,4,3+,0.0,Relatively New,3846.0,1,0,0,67,6.5
flat,79,8556.0,3,3,3,16.0,Relatively New,1265.0,0,0,1,128,1.28
flat,1,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0.85
flat,110,10954.0,5,5,3+,4.0,Relatively New,3511.0,1,0,0,101,4.25
flat,103,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,174,0.8
flat,65,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,48,2.25
house,109,27778.0,4,5,3+,2.0,New Property,3600.0,1,0,1,49,10.0
flat,37,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,42,0.8
flat,59,17501.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,31,4.02
flat,103,8348.0,4,6,3+,15.0,Relatively New,2456.0,1,0,0,156,2.4
flat,83,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,1,111,1.12
flat,84,5012.0,4,4,3+,3.0,New Property,1896.0,0,0,0,66,1.05
flat,56,10968.0,3,2,3,6.0,Old Property,1585.0,0,1,0,101,1.7
flat,85,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,49,2.1
flat,24,13281.0,3,4,3+,3.0,Old Property,3201.0,1,0,1,143,4.25
flat,102,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,0,0,82,2.22
house,11,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,3.08
flat,102,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,151,2.5
flat,70,10215.0,2,2,1,11.0,New Property,930.0,0,0,1,103,0.95
house,43,42222.0,5,5,3+,2.0,Relatively New,2250.0,1,0,1,88,9.5
flat,37,5513.0,2,3,3+,5.0,Relatively New,1300.0,0,0,0,109,0.87
flat,6,7595.0,2,2,0,2.0,Relatively New,790.0,0,0,1,15,0.6
flat,69,8889.0,2,3,1,0.0,Relatively New,1222.0,0,0,0,150,1.2
flat,107,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,1,174,1.3
flat,36,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,58,0.9
flat,65,14303.0,3,3,3,0.0,Relatively New,1493.0,1,0,1,159,2.36
flat,33,10744.0,2,2,2,3.0,New Property,1095.0,0,0,0,22,1.3
flat,33,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,2,0,0.4
flat,37,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,66,0.9
flat,54,25867.0,3,4,3+,25.0,Relatively New,1875.0,1,0,1,26,4.85
flat,36,6506.0,2,2,1,2.0,Relatively New,922.0,0,0,0,16,0.54
flat,85,5859.0,4,5,3+,6.0,New Property,2017.0,1,0,1,28,1.5
flat,107,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,1,174,1.29
flat,33,5215.0,2,2,2,6.0,New Property,4986.0,0,0,0,42,2.6
house,26,33333.0,3,3,2,2.0,Old Property,1350.0,0,0,1,58,4.5
house,12,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0.35
flat,70,8308.0,3,5,3,9.0,Relatively New,1527.0,1,0,0,43,1.62
flat,85,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,1,0,148,1.3
flat,109,6154.0,4,5,3,10.0,Relatively New,2765.0,0,0,0,110,1.88
flat,109,9742.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,74,1.7
house,46,23693.0,3,8,2,3.0,Relatively New,1836.0,0,0,1,19,4.35
flat,85,7646.0,4,5,3+,1.0,Relatively New,2545.0,1,0,0,165,2.15
flat,68,9615.0,3,2,3+,9.0,New Property,1365.0,0,0,0,0,1.45
flat,86,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,72,0.78
flat,58,21577.0,3,4,2,10.0,Relatively New,2000.0,1,0,1,174,3.83
flat,92,4806.0,2,2,2,5.0,New Property,1498.0,0,0,0,0,0.62
flat,106,9979.0,4,6,3+,10.0,Relatively New,1535.0,1,0,0,174,1.4
flat,49,14009.0,1,2,2,2.0,Moderately Old,746.0,0,0,0,0,0.94
flat,109,7605.0,4,4,2,11.0,Relatively New,2380.0,1,0,0,64,2.0
flat,2,10999.0,4,4,3+,6.0,Relatively New,5430.0,1,0,0,52,7.0
flat,49,11111.0,1,1,1,0.0,Moderately Old,720.0,0,0,0,0,0.8
house,72,12286.0,4,5,3+,3.0,Relatively New,7000.0,0,0,1,30,8.6
flat,110,10147.0,4,4,3,9.0,Moderately Old,3077.0,1,0,1,125,3.45
house,50,32407.0,3,2,0,1.0,Moderately Old,2160.0,0,0,0,0,7.0
flat,90,7223.0,4,4,3+,7.0,Moderately Old,2005.0,0,0,0,38,1.8
flat,85,5820.0,4,5,3+,10.0,Relatively New,2017.0,1,0,1,84,1.49
flat,33,11125.0,2,2,2,13.0,Relatively New,1016.0,0,0,2,127,0.88
house,14,16600.0,3,3,2,1.0,Old Property,4518.0,1,0,1,27,7.5
house,70,6666.0,4,4,3+,2.0,Relatively New,6000.0,1,0,0,154,4.0
flat,86,8446.0,2,2,3,13.0,Moderately Old,1339.0,0,0,0,6,1.25
house,43,31481.0,5,5,3,3.0,Moderately Old,2700.0,1,0,1,113,8.5
flat,43,9434.0,4,4,3+,2.0,Relatively New,2398.0,0,0,1,94,2.5
flat,36,6404.0,3,3,3,1.0,Relatively New,1344.0,0,0,0,150,0.78
house,12,14787.0,8,8,3+,3.0,Relatively New,4800.0,1,0,2,77,3.5
flat,36,8252.0,2,2,2,3.0,New Property,916.0,0,0,0,113,0.68
flat,35,5556.0,2,2,2,4.0,Moderately Old,1350.0,0,0,0,70,0.75
flat,89,8503.0,3,3,2,4.0,Under Construction,1473.0,0,0,0,115,1.13
flat,104,5950.0,3,3,3,12.0,Relatively New,1490.0,0,0,0,79,0.98
flat,90,9021.0,3,3,3,7.0,Relatively New,1540.0,0,0,0,174,1.29
flat,4,6237.0,2,2,2,4.0,Relatively New,524.0,0,0,2,120,0.3
flat,84,6523.0,4,4,3,12.0,Relatively New,3165.0,1,0,0,20,2.24
flat,33,13522.0,3,3,3+,1.0,New Property,1439.0,0,0,0,31,2.15
flat,104,8000.0,4,4,3+,19.0,Relatively New,2800.0,1,1,1,156,2.52
house,2,7778.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0.7
flat,102,9063.0,3,4,3+,16.0,Relatively New,1748.0,1,0,1,134,1.75
house,5,11029.0,5,5,3+,3.0,Relatively New,3400.0,0,0,0,0,3.75
house,50,33333.0,4,4,2,2.0,Moderately Old,4500.0,1,0,0,160,15.0
house,82,8235.0,3,3,2,3.0,New Property,1700.0,0,0,0,61,1.4
house,7,8889.0,10,5,3,2.0,Old Property,2700.0,1,0,0,8,2.4
flat,112,10651.0,2,2,3,8.0,Relatively New,2441.0,0,0,0,168,2.6
flat,62,14257.0,2,2,2,30.0,New Property,1365.0,1,0,0,52,2.1
flat,86,8583.0,2,2,1,6.0,New Property,557.0,0,0,0,72,0.43
flat,50,12810.0,3,4,3+,4.0,Old Property,2819.0,1,0,1,135,3.25
house,47,27191.0,8,6,3+,3.0,Moderately Old,3240.0,1,0,1,27,8.81
flat,36,10204.0,1,1,1,4.0,Relatively New,436.0,0,0,0,35,0.4
flat,65,14430.0,4,4,3,3.0,Relatively New,2194.0,1,0,0,28,2.85
house,43,29642.0,5,5,2,3.0,Old Property,3323.0,1,0,0,21,9.85
flat,90,8639.0,3,4,3+,0.0,Old Property,1608.0,1,0,2,31,1.25
flat,62,15263.0,3,3,3,33.0,New Property,2876.0,1,0,1,49,3.95
flat,28,12400.0,2,2,3+,19.0,Moderately Old,1050.0,0,0,1,157,1.24
flat,9,5039.0,4,4,3+,9.0,Moderately Old,2580.0,0,0,0,0,1.3
house,25,31926.0,5,4,3,3.0,Old Property,1350.0,0,0,0,40,4.31
flat,92,5000.0,3,2,3,4.0,Moderately Old,1333.0,0,0,1,49,0.6
flat,65,17998.0,3,3,3,33.0,New Property,1828.0,0,0,0,49,3.29
house,12,12343.0,6,6,2,2.0,Old Property,2228.0,0,0,0,0,2.75
flat,50,9982.0,3,3,3+,3.0,Moderately Old,2357.0,1,0,0,117,2.7
flat,69,9569.0,3,3,2,0.0,Relatively New,1325.0,0,0,2,165,1.51
flat,79,9533.0,4,5,2,4.0,New Property,2675.0,1,0,0,44,2.55
flat,56,8708.0,4,4,3+,7.0,Relatively New,2300.0,0,0,1,125,2.09
flat,56,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,174,1.37
flat,14,4368.0,2,2,2,11.0,Under Construction,995.0,0,0,0,45,0.48
house,40,23889.0,3,3,3,3.0,Moderately Old,900.0,0,1,0,45,2.15
flat,81,12047.0,4,4,3+,10.0,New Property,2599.0,1,0,2,161,3.46
house,26,42222.0,6,8,3+,3.0,Moderately Old,4500.0,1,1,1,103,19.0
flat,36,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,58,0.75
flat,65,17996.0,3,3,3,20.0,Under Construction,1667.0,0,0,0,60,3.0
flat,83,6455.0,3,3,2,4.0,Relatively New,1200.0,1,1,1,165,1.12
flat,92,7760.0,3,3,2,10.0,Relatively New,1738.0,0,0,0,117,1.42
flat,91,6975.0,4,4,3,9.0,Relatively New,2465.0,1,0,0,120,1.9
house,50,34352.0,4,4,3,2.0,Old Property,3200.0,0,0,1,88,7.42
flat,82,6378.0,3,4,3+,8.0,Under Construction,1774.0,0,0,0,54,1.25
flat,102,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,72,2.12
flat,33,12593.0,3,3,3+,6.0,New Property,1500.0,1,0,0,38,1.7
flat,61,12783.0,2,2,2,4.0,New Property,1278.0,0,0,0,53,1.47
flat,82,6411.0,3,3,3+,11.0,Relatively New,1955.0,1,0,1,117,1.39
flat,83,9211.0,3,3,3,6.0,Relatively New,1600.0,1,0,1,150,1.75
flat,62,16003.0,2,2,2,7.0,New Property,1200.0,0,0,2,174,2.45
house,67,22222.0,6,7,3+,51.0,Moderately Old,3600.0,1,0,1,49,8.0
flat,106,5605.0,4,5,3+,11.0,Relatively New,1535.0,1,0,0,49,1.32
flat,107,8062.0,3,2,2,5.0,Relatively New,717.0,0,0,0,15,0.52
flat,113,11364.0,2,2,2,6.0,Relatively New,1080.0,0,0,0,80,1.45
flat,107,5680.0,2,2,2,6.0,Relatively New,543.0,0,0,0,45,0.28
flat,81,6928.0,3,2,3+,12.0,Relatively New,1352.0,0,0,0,101,1.15
house,43,4250.0,10,10,3+,5.0,New Property,549.0,1,0,0,20,2.1
house,105,9028.0,3,2,1,1.0,Relatively New,720.0,0,0,0,14,0.65
flat,88,8101.0,2,2,3+,3.0,Relatively New,1463.0,0,0,0,102,1.31
flat,83,6024.0,2,2,2,19.0,Relatively New,1150.0,0,0,1,105,0.75
flat,104,7860.0,3,4,3,14.0,New Property,2544.0,0,0,0,60,1.8
flat,109,10597.0,3,4,3,14.0,Relatively New,1860.0,1,1,0,45,2.22
flat,102,8485.0,3,3,3,10.0,Relatively New,1300.0,1,0,0,46,1.4
house,2,16378.0,3,3,2,2.0,Old Property,1557.0,0,0,0,8,2.55
house,25,29022.0,4,4,2,2.0,Old Property,3618.0,1,0,1,91,10.5
flat,37,5385.0,4,5,3,9.0,Relatively New,2343.0,1,0,0,49,1.4
flat,36,6326.0,2,2,2,3.0,Relatively New,913.0,0,0,0,161,0.52
flat,33,5405.0,2,2,2,6.0,New Property,605.0,0,0,0,109,0.3
flat,102,9784.0,3,4,3+,20.0,Relatively New,1757.0,1,0,0,165,1.9
house,48,26235.0,4,4,2,2.0,Moderately Old,3240.0,1,1,0,88,8.5
house,54,3440.0,9,9,3,11.0,Relatively New,60.0,1,0,2,7,2.0
flat,65,14127.0,4,4,3+,2.0,Relatively New,2194.0,1,0,2,174,2.79
house,25,35530.0,5,5,3+,2.0,Relatively New,3096.0,1,1,0,29,11.0
flat,84,4928.0,3,3,3+,10.0,Relatively New,1561.0,0,0,0,52,0.85
flat,76,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,26,0.55
flat,48,10755.0,3,4,3+,3.0,Moderately Old,2574.0,0,0,0,32,2.75
house,28,23333.0,2,8,3+,4.0,Moderately Old,900.0,0,0,1,38,2.1
house,23,12000.0,3,3,2,2.0,Moderately Old,2000.0,0,1,0,28,2.4
flat,2,6143.0,2,2,3+,7.0,Moderately Old,1100.0,0,0,1,156,0.9
flat,37,6083.0,3,3,3,4.0,Under Construction,2283.0,0,0,0,16,1.25
house,65,34722.0,4,4,3+,2.0,Relatively New,3600.0,1,0,0,56,12.5
flat,95,3651.0,2,2,2,5.0,New Property,694.0,0,0,0,0,0.28
house,26,30556.0,4,4,3+,2.0,Moderately Old,1800.0,0,1,0,49,5.5
house,4,11111.0,2,2,2,2.0,New Property,450.0,1,0,0,14,0.5
house,26,33333.0,3,5,3+,3.0,Old Property,1800.0,0,0,1,9,6.0
flat,85,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,49,0.72
flat,69,8619.0,3,3,1,12.0,Relatively New,1291.0,0,0,0,95,1.36
flat,80,5705.0,3,3,3,8.0,Moderately Old,1580.0,1,0,0,111,1.1
flat,69,9701.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,157,1.95
flat,86,6580.0,3,4,3,19.0,Relatively New,1800.0,1,0,0,126,1.27
flat,85,7121.0,2,2,3,11.0,Relatively New,1670.0,0,0,0,49,1.19
flat,37,10000.0,4,4,3,0.0,New Property,2211.0,1,0,0,121,2.08
flat,102,14563.0,2,2,3,0.0,Relatively New,1073.0,0,0,0,49,1.2
house,47,2527.0,1,1,0,1.0,Relatively New,33.0,0,0,0,0,0.07
house,109,10556.0,4,4,3+,4.0,Relatively New,5400.0,1,0,0,98,5.7
house,25,33404.0,9,9,3+,3.0,Old Property,2844.0,0,0,0,81,9.5
flat,81,9766.0,2,2,2,1.0,Under Construction,1194.0,0,0,0,49,0.96
