property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
house,28,8002.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,1.45
flat,2,8073.0,3,4,3+,10.0,Moderately Old,1738.0,1,0,0,100,1.55
flat,103,9183.0,4,6,3+,8.0,Relatively New,2729.0,1,0,1,159,2.36
flat,104,17544.0,2,2,2,22.0,Under Construction,877.0,0,0,0,30,1.2
flat,92,5000.0,2,2,3,2.0,Moderately Old,905.0,0,0,0,38,0.5
flat,110,9559.0,4,4,3,11.0,Relatively New,3077.0,1,0,0,125,3.25
flat,102,14754.0,2,2,2,10.0,Under Construction,828.0,0,0,0,22,1.35
flat,65,14242.0,3,3,2,4.0,Relatively New,1650.0,1,0,0,165,2.35
flat,37,4108.0,2,2,1,9.0,Relatively New,925.0,0,0,0,65,0.38
flat,56,8612.0,3,2,3,4.0,Relatively New,2250.0,0,0,1,126,2.11
flat,74,12333.0,2,2,3,13.0,Relatively New,1300.0,0,1,0,158,1.48
house,26,37627.0,5,6,3,2.0,Old Property,4518.0,1,1,1,87,17.0
flat,36,6269.0,2,2,3,3.0,New Property,654.0,0,0,0,0,0.41
flat,85,7290.0,4,4,3+,4.0,Relatively New,2500.0,1,0,1,49,2.05
flat,109,9365.0,4,5,3+,10.0,Relatively New,2851.0,1,0,0,101,2.95
flat,36,6386.0,2,2,2,2.0,Relatively New,913.0,0,0,0,168,0.53
house,7,14890.0,4,4,2,3.0,Old Property,345.0,0,1,0,38,2.43
flat,92,5008.0,4,5,3+,4.0,Moderately Old,1717.0,1,0,0,37,0.95
house,48,22377.0,4,4,3,2.0,Relatively New,3240.0,1,1,1,103,7.25
flat,83,7438.0,3,3,2,10.0,Relatively New,1778.0,1,0,1,35,1.19
flat,99,3976.0,2,2,3,1.0,Under Construction,1133.0,0,0,0,96,0.59
flat,111,8451.0,2,2,3,9.0,New Property,789.0,0,0,0,52,0.6
flat,61,12250.0,2,2,2,2.0,Under Construction,1150.0,0,0,0,76,1.41
flat,48,7202.0,3,3,3,7.0,Old Property,2200.0,1,0,1,109,1.75
house,66,18605.0,5,5,3+,3.0,New Property,8068.0,1,1,0,120,15.1
flat,4,6076.0,2,2,2,11.0,Relatively New,528.0,0,0,0,64,0.35
flat,43,13750.0,3,4,3+,5.0,Moderately Old,2222.0,1,0,1,49,2.75
house,47,11667.0,9,9,3+,4.0,Relatively New,4650.0,1,0,1,142,5.25
flat,68,8475.0,2,2,3,23.0,New Property,1311.0,0,0,0,49,1.0
flat,71,7930.0,2,2,2,5.0,Moderately Old,1084.0,0,0,1,142,0.95
flat,1,3953.0,3,3,3+,5.0,Moderately Old,1946.0,1,0,0,5,0.85
flat,54,14118.0,3,3,3+,0.0,Old Property,2558.0,0,0,1,120,3.25
flat,83,6313.0,3,3,2,2.0,Relatively New,1792.0,1,0,0,119,1.25
house,28,34568.0,4,4,3+,2.0,Relatively New,2430.0,1,1,1,139,8.4
house,4,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0.8
flat,68,12500.0,2,2,3,21.0,Relatively New,889.0,0,0,0,31,1.0
flat,111,11525.0,4,5,3+,14.0,Relatively New,2670.0,1,0,1,94,3.4
flat,103,6405.0,2,3,3,3.0,Relatively New,1613.0,1,0,1,90,0.93
house,70,8138.0,3,3,3+,2.0,Relatively New,1611.0,0,0,1,153,1.18
flat,62,19499.0,5,7,3,10.0,Relatively New,4990.0,1,0,1,153,10.75
flat,56,7750.0,3,3,3+,6.0,Moderately Old,1810.0,1,0,1,49,1.55
flat,95,4500.0,3,3,1,15.0,Relatively New,2000.0,0,0,0,60,0.9
flat,81,11492.0,3,3,2,9.0,Relatively New,1800.0,1,0,1,174,2.45
flat,68,7390.0,2,2,3,5.0,Under Construction,1127.0,0,0,0,50,0.92
flat,69,8929.0,3,3,1,12.0,Relatively New,1376.0,0,0,0,174,1.4
flat,99,6054.0,2,2,1,10.0,Relatively New,498.0,0,0,0,67,0.27
flat,70,8333.0,4,5,3+,6.0,Moderately Old,2114.0,1,0,1,95,2.0
flat,76,6579.0,2,2,1,8.0,Under Construction,844.0,0,0,0,76,0.5
flat,104,6645.0,1,1,1,3.0,Relatively New,301.0,0,0,0,67,0.2
flat,106,16000.0,3,3,3+,6.0,Under Construction,2224.0,1,0,0,49,3.2
flat,70,8359.0,3,5,3,12.0,Relatively New,1527.0,1,0,0,43,1.63
flat,67,11581.0,3,3,2,6.0,Under Construction,1346.0,0,0,0,15,2.0
flat,79,8206.0,2,2,3,4.0,New Property,1423.0,0,0,0,0,1.29
flat,79,9038.0,2,2,3,1.0,Relatively New,1383.0,0,0,0,0,1.25
house,103,8125.0,4,3,3+,20.0,Under Construction,4000.0,0,0,0,51,3.25
flat,33,9333.0,2,2,3,14.0,Under Construction,1448.0,0,0,0,67,1.4
flat,56,7632.0,3,3,3+,2.0,Moderately Old,1719.0,0,0,1,126,1.45
flat,85,5896.0,3,4,2,5.0,Relatively New,1900.0,1,0,1,174,1.25
house,8,10085.0,2,2,2,2.0,Moderately Old,585.0,0,0,0,7,0.59
flat,49,12170.0,4,4,3+,5.0,Moderately Old,2157.0,1,0,0,117,2.9
flat,65,15003.0,2,2,3+,28.0,Relatively New,1433.0,0,0,0,48,2.15
flat,62,18000.0,4,4,3+,23.0,Relatively New,4200.0,1,0,1,87,7.56
flat,83,5660.0,2,2,2,3.0,Relatively New,1199.0,0,0,1,49,0.75
flat,65,13879.0,3,4,3+,2.0,Relatively New,1833.0,1,0,2,174,2.29
flat,99,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,51,1.9
flat,63,15417.0,3,3,3+,1.0,Under Construction,2667.0,0,0,0,72,3.7
house,41,28549.0,9,9,3+,4.0,Moderately Old,5000.0,1,1,1,65,9.25
house,50,14245.0,2,3,2,1.0,New Property,1053.0,0,0,1,69,1.5
flat,102,9333.0,3,3,3,12.0,Relatively New,1315.0,1,0,0,61,1.54
flat,12,8571.0,4,3,3,6.0,Old Property,3150.0,0,0,0,0,2.7
house,41,28858.0,10,10,3+,4.0,Moderately Old,7500.0,1,0,1,70,9.35
flat,72,16050.0,3,4,3+,15.0,Relatively New,2140.0,1,0,1,174,3.21
flat,111,11864.0,4,5,3+,10.0,Relatively New,2700.0,1,0,1,49,3.5
flat,86,6736.0,3,3,3,15.0,Relatively New,1715.0,1,0,1,49,1.3
flat,108,4667.0,2,2,1,10.0,Moderately Old,1468.0,0,0,0,0,0.7
flat,104,10408.0,4,4,3+,5.0,Relatively New,2303.0,1,0,0,49,2.55
flat,109,10000.0,3,3,3,4.0,New Property,1466.0,0,0,0,31,1.75
flat,81,6786.0,4,4,3+,19.0,Relatively New,6268.0,1,0,1,140,4.7
flat,5,4444.0,3,2,1,3.0,Relatively New,1000.0,0,0,0,7,0.4
house,43,17692.0,7,8,3+,3.0,Old Property,9000.0,1,1,1,31,11.5
flat,72,19286.0,4,4,3+,0.0,New Property,4000.0,1,0,1,174,6.75
flat,33,9873.0,3,4,1,1.0,Relatively New,1421.0,1,0,0,37,1.55
flat,85,5826.0,2,2,2,5.0,Relatively New,1250.0,0,0,1,174,0.67
flat,107,7692.0,2,2,1,11.0,Relatively New,494.0,0,0,0,55,0.5
flat,102,8788.0,3,3,3,8.0,Relatively New,1300.0,1,0,0,49,1.45
flat,81,5056.0,3,3,0,7.0,Relatively New,1780.0,0,0,0,0,0.9
house,67,8222.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,49,1.85
flat,15,10769.0,4,3,3,3.0,Old Property,1444.0,0,0,1,81,1.4
flat,67,13672.0,3,3,3,2.0,Relatively New,2048.0,0,1,2,174,2.8
flat,5,4308.0,2,2,1,3.0,Relatively New,600.0,0,0,0,64,0.28
flat,90,5930.0,3,3,3,18.0,Relatively New,1557.0,0,0,0,72,1.25
flat,104,10163.0,3,3,3+,14.0,Relatively New,2217.0,1,0,1,129,2.49
flat,90,4923.0,2,2,3,6.0,Old Property,1199.0,0,0,0,103,0.64
house,11,17857.0,5,4,3,1.0,Old Property,1850.0,0,1,0,0,2.5
flat,39,6250.0,5,4,3,9.0,Old Property,3556.0,1,0,2,49,2.0
flat,74,10714.0,2,2,1,8.0,New Property,1556.0,0,0,0,16,1.5
flat,77,5589.0,2,2,2,7.0,Relatively New,1180.0,0,0,1,174,0.75
flat,103,6667.0,2,2,2,1.0,Relatively New,1222.0,0,0,0,44,0.9
flat,36,8333.0,1,1,1,5.0,New Property,600.0,0,0,0,0,0.5
house,13,11111.0,10,5,3+,4.0,Old Property,8100.0,0,0,0,0,9.0
flat,67,12107.0,1,1,1,17.0,Relatively New,826.0,0,0,0,49,1.0
flat,22,12700.0,2,2,2,11.0,Under Construction,1249.0,0,0,0,57,1.75
house,3,10288.0,3,3,0,2.0,Old Property,210.0,0,0,0,0,1.5
flat,54,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,46,5.7
house,55,20741.0,6,4,3,3.0,Old Property,2700.0,1,0,1,41,5.6
flat,108,7197.0,4,4,3+,10.0,Relatively New,2500.0,1,0,1,174,2.0
flat,91,6870.0,2,2,2,13.0,Relatively New,1186.0,0,0,2,67,0.9
flat,50,10365.0,3,3,3+,6.0,Moderately Old,2400.0,1,0,0,174,2.7
flat,69,10000.0,2,1,1,12.0,Relatively New,667.0,0,0,0,23,0.6
house,33,9444.0,3,2,0,1.0,Relatively New,900.0,0,0,0,15,0.85
flat,66,16471.0,3,4,3,8.0,Relatively New,1700.0,1,0,1,117,2.8
house,57,23496.0,9,9,3+,3.0,New Property,2660.0,1,0,1,61,6.25
house,93,11285.0,3,2,1,3.0,Relatively New,1152.0,0,0,0,50,1.3
house,24,3786.0,10,9,3+,3.0,Relatively New,5018.0,0,0,2,29,1.9
flat,106,5571.0,1,1,1,7.0,Relatively New,567.0,0,0,0,130,0.39
flat,1,3129.0,3,3,3+,2.0,Moderately Old,1900.0,1,0,0,74,0.81
flat,85,7350.0,3,4,3,6.0,Moderately Old,1450.0,1,0,1,135,1.77
flat,104,8413.0,4,4,3+,10.0,Relatively New,2851.0,1,0,0,174,2.65
flat,84,7033.0,2,2,2,10.0,New Property,565.0,0,0,1,23,0.41
flat,92,8333.0,4,5,3+,12.0,Relatively New,2453.0,1,0,1,60,2.0
flat,81,11412.0,3,3,3+,12.0,Relatively New,1650.0,1,0,2,49,2.4
house,4,8007.0,2,1,1,1.0,Moderately Old,624.0,0,1,0,0,0.47
flat,84,5556.0,2,2,3,10.0,New Property,1222.0,0,0,0,24,0.85
flat,37,8298.0,2,2,2,0.0,Relatively New,1276.0,0,0,0,107,1.17
flat,67,14583.0,3,4,3,17.0,Relatively New,2225.0,1,1,1,167,3.5
flat,70,10997.0,3,3,3,12.0,Relatively New,1600.0,0,0,0,108,1.82
house,57,23000.0,6,6,3+,4.0,Old Property,2700.0,1,1,0,52,6.21
flat,66,11219.0,2,3,3,1.0,Relatively New,1330.0,1,0,1,79,1.5
house,2,14729.0,5,5,2,2.0,Old Property,4550.0,0,0,2,94,5.7
flat,79,6209.0,2,2,3,7.0,New Property,1385.0,0,0,0,49,0.95
flat,36,10541.0,1,1,1,3.0,Relatively New,319.0,0,0,1,88,0.37
flat,14,12500.0,4,5,3+,8.0,Old Property,2200.0,1,0,2,128,2.75
flat,50,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,6.75
flat,108,9259.0,3,3,3,1.0,Relatively New,1500.0,1,0,0,174,1.25
flat,43,15419.0,3,3,1,2.0,Old Property,1233.0,0,1,1,88,2.1
flat,67,8862.0,4,4,3,3.0,New Property,1991.0,0,0,1,62,1.9
house,3,8155.0,2,4,1,2.0,Moderately Old,981.0,0,0,0,0,0.8
house,33,19333.0,6,6,3+,3.0,Moderately Old,4914.0,0,0,1,40,9.5
flat,1,11427.0,4,4,3+,10.0,Moderately Old,1956.0,0,0,2,0,2.01
flat,71,8222.0,1,1,2,2.0,Relatively New,450.0,0,0,0,65,0.37
flat,107,5930.0,3,4,3+,6.0,Relatively New,2137.0,1,0,0,117,1.4
flat,69,9514.0,3,4,2,0.0,Relatively New,1674.0,0,0,0,157,1.76
flat,90,4865.0,4,4,3+,8.0,Moderately Old,2139.0,1,1,0,31,1.42
house,5,11111.0,3,4,2,2.0,Relatively New,900.0,0,0,0,0,1.0
flat,102,12182.0,2,2,1,8.0,Under Construction,817.0,0,0,0,105,1.1
flat,77,9500.0,3,4,3+,6.0,New Property,1582.0,1,0,1,42,1.9
flat,70,9500.0,4,3,3,2.0,New Property,2111.0,0,1,0,133,1.9
flat,54,7955.0,3,3,3+,6.0,Moderately Old,2100.0,1,0,1,126,1.75
flat,77,7949.0,4,4,3+,2.0,Relatively New,1800.0,1,0,2,49,1.55
flat,84,9449.0,2,2,1,6.0,Relatively New,1149.0,0,0,0,13,1.2
flat,86,8205.0,3,4,3+,12.0,Moderately Old,1740.0,1,0,0,96,1.28
flat,82,8333.0,3,2,3,2.0,Relatively New,1667.0,0,0,1,94,1.25
flat,85,5219.0,2,2,2,5.0,Relatively New,1075.0,0,0,0,37,0.69
flat,72,15385.0,3,3,3+,10.0,Relatively New,2000.0,1,0,1,165,3.3
flat,84,7453.0,2,2,3,3.0,Relatively New,1457.0,0,0,1,133,1.2
flat,77,6586.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,46,1.2
flat,54,30180.0,3,4,3+,6.0,Moderately Old,1607.0,1,0,2,158,4.85
house,2,4444.0,3,4,2,2.0,Moderately Old,900.0,0,0,0,36,0.4
flat,82,6022.0,2,2,2,12.0,Relatively New,1294.0,0,0,1,135,0.86
flat,33,9450.0,3,3,3+,5.0,New Property,1697.0,0,0,1,44,1.7
flat,70,8519.0,2,2,2,6.0,Relatively New,1500.0,0,0,0,85,1.15
flat,2,2667.0,2,2,1,4.0,New Property,743.0,0,0,0,15,0.2
flat,79,12731.0,3,3,3,22.0,Relatively New,1154.0,0,0,1,135,1.1
flat,81,8011.0,3,3,3,8.0,Relatively New,1650.0,0,0,1,128,1.45
house,109,9000.0,4,5,3+,2.0,Relatively New,7000.0,0,0,1,122,6.3
flat,99,7097.0,2,2,3,9.0,New Property,1368.0,0,0,0,88,1.1
flat,82,10395.0,3,3,3,31.0,Moderately Old,1668.0,0,0,0,38,1.87
flat,67,14558.0,3,3,3,0.0,Relatively New,2047.0,0,0,1,49,2.98
house,53,17574.0,5,5,3+,1.0,Moderately Old,2646.0,0,0,1,0,4.65
flat,49,11699.0,5,4,3+,14.0,Relatively New,3219.0,1,0,0,40,4.16
flat,70,12791.0,3,3,3+,14.0,Relatively New,2150.0,0,0,0,0,2.75
flat,81,10699.0,3,3,3+,11.0,Relatively New,1600.0,1,0,2,49,2.25
flat,33,5128.0,2,2,1,11.0,New Property,650.0,0,0,0,91,0.3
house,110,8795.0,3,2,2,1.0,Old Property,120.0,0,0,0,0,1.0
flat,113,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,70,2.0
flat,113,16364.0,3,4,3+,4.0,Relatively New,2217.0,1,0,1,49,2.7
flat,113,12000.0,2,2,3,8.0,New Property,1350.0,0,0,0,174,1.38
flat,77,5763.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,49,1.05
flat,103,8671.0,3,3,3+,6.0,Under Construction,1741.0,0,0,0,58,1.5
flat,60,16129.0,2,3,2,4.0,Relatively New,1403.0,0,0,0,100,2.5
flat,56,7006.0,3,3,3+,5.0,Moderately Old,2131.0,0,0,1,134,1.65
flat,111,11695.0,4,5,3+,10.0,Relatively New,2670.0,1,0,0,101,3.45
flat,65,20602.0,2,2,2,7.0,Relatively New,812.0,0,0,0,78,1.3
flat,89,8903.0,2,2,2,1.0,Under Construction,804.0,0,0,0,122,0.95
flat,70,9259.0,2,2,3,3.0,Relatively New,1222.0,0,0,0,43,1.25
flat,49,10969.0,3,3,3,14.0,Relatively New,1840.0,0,0,0,40,2.23
flat,83,7812.0,4,4,3,12.0,Moderately Old,1970.0,1,0,0,103,1.25
flat,79,8453.0,3,4,3+,2.0,Relatively New,2629.0,1,0,1,156,2.0
flat,48,12821.0,4,5,3,1.0,Moderately Old,2167.0,0,0,1,49,2.5
flat,67,14419.0,3,4,3,15.0,Relatively New,2123.0,1,0,1,110,3.4
house,5,8000.0,2,1,0,1.0,Relatively New,500.0,0,0,0,0,0.4
flat,92,6622.0,3,2,3,1.0,New Property,1661.0,0,0,0,37,0.99
flat,85,9589.0,3,3,2,27.0,Relatively New,1825.0,0,0,0,44,1.75
flat,113,11347.0,3,3,3,3.0,New Property,2599.0,1,0,0,174,2.78
flat,78,5004.0,2,2,1,7.0,Moderately Old,1115.0,0,1,0,111,0.62
flat,69,8000.0,4,5,3+,5.0,Relatively New,2172.0,1,0,1,158,1.92
flat,49,11498.0,3,4,3,1.0,Relatively New,2061.0,0,0,0,49,2.38
house,2,16057.0,4,4,2,4.0,Old Property,1557.0,0,0,0,17,2.5
flat,107,6142.0,4,5,3+,9.0,Relatively New,2505.0,1,0,0,79,1.7
flat,54,8611.0,3,3,3,3.0,Moderately Old,1900.0,1,0,1,109,1.55
flat,82,6700.0,4,4,3,6.0,Under Construction,3902.0,1,1,1,79,2.91
house,57,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,1,1,96,4.75
flat,2,5753.0,2,2,3,9.0,Relatively New,1148.0,0,0,0,103,0.73
flat,102,14069.0,3,3,3+,1.0,Relatively New,1644.0,0,0,0,72,2.04
flat,108,14040.0,3,3,3,15.0,Relatively New,1460.0,0,0,0,49,2.45
flat,37,8237.0,3,3,2,2.0,Under Construction,1450.0,0,0,0,86,1.07
flat,48,11714.0,3,3,3+,7.0,Relatively New,2000.0,1,0,1,174,2.7
flat,89,7861.0,2,2,2,1.0,New Property,1371.0,0,0,0,28,0.97
flat,33,9503.0,3,3,3,12.0,Under Construction,1619.0,0,0,0,24,1.7
flat,9,6921.0,4,3,3,1.0,Old Property,2007.0,1,0,1,12,1.25
house,50,40850.0,4,4,3+,2.0,Relatively New,3060.0,1,0,2,160,12.5
flat,71,6596.0,3,4,2,14.0,Relatively New,1577.0,1,0,2,128,1.25
flat,79,8524.0,3,3,3,7.0,Relatively New,1423.0,0,0,0,158,1.34
flat,81,6803.0,2,2,3,6.0,Relatively New,700.0,0,0,0,117,0.5
house,3,15257.0,4,1,0,1.0,Moderately Old,603.0,0,0,0,0,0.92
house,25,33333.0,5,5,3,3.0,Old Property,2700.0,1,1,0,56,9.0
flat,77,11250.0,3,3,3,22.0,New Property,1810.0,1,0,1,42,2.25
house,38,22222.0,4,9,3+,2.0,Relatively New,4800.0,0,1,1,152,4.0
flat,36,7845.0,3,2,3+,1.0,Relatively New,1211.0,0,0,0,46,0.95
flat,50,11401.0,3,3,3+,8.0,Moderately Old,2600.0,1,0,1,174,2.97
flat,59,18182.0,3,3,1,26.0,Under Construction,2738.0,1,0,0,24,5.5
flat,65,18331.0,3,4,2,20.0,Relatively New,3355.0,0,0,0,34,6.15
house,49,13514.0,3,3,2,2.0,Moderately Old,1900.0,0,1,0,59,2.5
flat,67,11855.0,2,2,2,2.0,Relatively New,581.0,0,0,0,64,0.62
flat,84,4932.0,3,3,3,11.0,Relatively New,1652.0,0,0,0,87,0.9
flat,90,6557.0,4,4,3+,1.0,Relatively New,2139.0,1,0,0,81,1.55
house,9,13519.0,3,3,2,1.0,Old Property,2367.0,0,0,1,36,3.2
flat,108,16859.0,4,5,3,25.0,Relatively New,2343.0,0,0,0,59,3.95
house,105,8222.0,2,2,1,1.0,Moderately Old,450.0,0,0,0,0,0.37
flat,65,16364.0,3,3,3,5.0,Relatively New,1650.0,1,1,1,108,2.7
flat,58,13480.0,2,2,1,5.0,Relatively New,1432.0,0,0,1,94,2.2
flat,81,9500.0,1,1,2,3.0,Relatively New,444.0,0,0,0,43,0.38
flat,5,7059.0,1,1,1,12.0,Relatively New,378.0,0,0,0,66,0.24
flat,79,6941.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,1.35
house,12,12217.0,2,5,1,3.0,Old Property,2052.0,0,0,0,31,1.35
flat,49,10577.0,3,3,1,7.0,Moderately Old,1471.0,0,1,0,158,1.85
flat,104,11249.0,3,3,3,16.0,Under Construction,1365.0,0,0,1,103,1.9
flat,107,6679.0,2,2,2,9.0,New Property,615.0,0,0,0,23,0.37
flat,102,9934.0,2,2,2,9.0,Relatively New,1230.0,0,0,0,100,1.35
house,6,10784.0,3,2,1,2.0,Old Property,612.0,0,0,0,36,0.66
house,67,8641.0,5,3,2,2.0,New Property,200.0,0,0,0,0,1.5
house,55,44444.0,2,9,3+,5.0,New Property,1125.0,0,0,1,44,5.0
flat,53,33199.0,4,4,3,21.0,Under Construction,2477.0,0,0,0,35,7.4
flat,2,6016.0,2,2,3+,12.0,Relatively New,1367.0,0,0,0,71,0.74
flat,85,6951.0,2,2,3,4.0,Relatively New,1484.0,0,0,0,109,1.14
house,2,19268.0,6,4,3+,3.0,Old Property,1557.0,0,0,1,28,3.0
flat,79,8495.0,3,4,3+,6.0,Relatively New,2141.0,1,0,0,158,2.01
flat,92,4099.0,3,3,3,3.0,New Property,1281.0,0,0,0,54,0.58
flat,2,6571.0,2,2,3+,14.0,Relatively New,1131.0,0,0,0,151,0.96
flat,108,8487.0,3,4,3+,14.0,Relatively New,1500.0,1,0,0,119,1.7
flat,37,8981.0,4,3,3,15.0,Relatively New,1808.0,0,0,1,37,1.79
flat,108,17379.0,2,2,2,14.0,New Property,1250.0,0,0,1,113,2.4
flat,65,13929.0,3,3,3+,1.0,New Property,1556.0,0,1,1,117,1.95
flat,112,11471.0,2,3,2,9.0,Relatively New,2441.0,1,0,0,137,2.8
flat,86,8311.0,2,2,3,13.0,Relatively New,1339.0,0,0,0,6,1.23
flat,92,4857.0,4,3,3,4.0,Moderately Old,1770.0,0,0,0,67,0.95
house,7,13499.0,2,3,2,3.0,Old Property,963.0,0,0,0,0,1.3
flat,88,8108.0,3,3,2,3.0,Relatively New,2056.0,0,0,0,47,1.5
house,26,42054.0,6,6,3,2.0,Relatively New,4518.0,1,0,1,121,19.0
flat,82,6532.0,2,2,3+,9.0,Relatively New,1299.0,0,0,1,117,0.94
house,48,26235.0,4,4,1,2.0,Relatively New,3240.0,0,0,0,21,8.5
flat,99,5433.0,2,2,1,4.0,New Property,552.0,0,0,0,7,0.27
flat,55,10556.0,4,3,3+,9.0,Moderately Old,2000.0,0,0,2,35,1.9
flat,90,4815.0,2,2,3,10.0,Moderately Old,1222.0,0,0,1,83,0.65
house,38,22305.0,1,4,3+,4.0,Old Property,535.0,0,0,0,8,1.2
flat,92,5250.0,4,3,3,9.0,Under Construction,2093.0,1,0,0,99,1.22
flat,68,9047.0,2,2,2,9.0,New Property,1460.0,0,0,0,0,1.32
flat,104,8516.0,2,2,2,10.0,Relatively New,1403.0,0,0,0,128,1.32
flat,90,6967.0,4,4,3+,19.0,Relatively New,2512.0,1,1,1,174,1.9
house,8,9111.0,2,3,3,2.0,Moderately Old,900.0,0,0,0,12,0.82
flat,61,13652.0,2,2,2,3.0,New Property,1150.0,0,0,0,71,1.57
flat,102,10799.0,3,3,3,9.0,Relatively New,1676.0,0,0,0,49,2.0
flat,79,5882.0,2,2,3,5.0,Relatively New,1450.0,0,0,0,53,0.9
house,43,26570.0,1,1,0,2.0,Under Construction,1242.0,0,0,0,0,3.3
flat,104,13077.0,4,4,3+,21.0,Relatively New,2509.0,1,0,0,150,2.55
house,109,12593.0,4,5,3,2.0,Relatively New,5400.0,1,0,0,49,6.8
flat,71,7172.0,3,4,2,7.0,Relatively New,1577.0,1,0,1,160,1.25
flat,81,11805.0,4,4,3+,11.0,Moderately Old,2491.0,1,0,0,28,3.25
flat,61,17200.0,3,4,3+,21.0,Under Construction,2250.0,1,0,0,58,3.87
house,9,6111.0,4,3,1,2.0,Old Property,200.0,0,0,0,0,1.1
flat,82,7500.0,5,6,3+,6.0,New Property,5711.0,1,0,0,148,3.85
flat,2,7550.0,3,2,3,13.0,Relatively New,1319.0,0,0,0,56,1.1
house,50,40741.0,4,4,3+,2.0,Moderately Old,2700.0,1,0,1,88,11.0
flat,60,13393.0,4,5,3,15.0,Relatively New,2534.0,1,0,0,167,3.75
flat,79,6178.0,2,2,3+,9.0,New Property,1172.0,0,0,0,24,0.8
house,109,11240.0,5,5,3+,2.0,Relatively New,6228.0,1,0,0,129,7.0
flat,2,8051.0,2,2,3,7.0,Moderately Old,1416.0,0,0,0,84,1.26
flat,90,6736.0,3,3,3+,10.0,Relatively New,1929.0,1,0,1,129,1.3
flat,69,5502.0,3,3,1,10.0,Under Construction,1210.0,1,0,0,60,0.74
flat,70,11915.0,3,4,3,22.0,Relatively New,2350.0,1,0,0,49,2.8
house,1,14959.0,3,1,0,3.0,Moderately Old,1337.0,0,0,0,16,2.0
flat,74,9831.0,2,2,2,17.0,New Property,1289.0,0,0,1,167,1.4
flat,89,7964.0,2,2,3,2.0,New Property,1228.0,0,0,0,44,0.88
flat,90,6460.0,3,3,3,10.0,Relatively New,1650.0,0,0,1,38,1.25
flat,83,8649.0,3,3,3+,6.0,Relatively New,1674.0,1,1,1,167,1.6
house,25,39074.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,0,131,10.55
flat,65,18139.0,3,3,3,19.0,Moderately Old,3027.0,1,0,1,174,6.1
flat,69,8955.0,4,4,2,9.0,Relatively New,1819.0,0,0,1,165,1.8
flat,1,3864.0,3,3,0,5.0,Moderately Old,2200.0,0,0,0,0,0.85
flat,83,9211.0,3,3,3,6.0,Relatively New,1600.0,1,0,1,174,1.75
flat,85,7169.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,49,1.18
flat,84,4869.0,4,4,3+,11.0,Relatively New,1896.0,1,0,0,99,1.02
flat,95,4106.0,2,2,2,10.0,New Property,1364.0,0,0,0,0,0.56
house,70,3889.0,3,2,1,3.0,New Property,667.0,0,0,0,0,2.1
flat,70,12009.0,3,2,2,12.0,Moderately Old,2406.0,1,0,0,52,2.6
flat,67,11844.0,2,2,1,14.0,New Property,657.0,0,0,0,44,0.7
flat,111,17000.0,4,4,3+,8.0,Under Construction,3056.0,0,0,0,73,4.67
flat,92,7143.0,3,2,2,3.0,New Property,1298.0,0,0,0,121,0.75
flat,68,8095.0,2,2,2,11.0,Relatively New,1250.0,0,0,1,49,1.02
flat,72,13425.0,4,4,3+,39.0,Relatively New,2509.0,1,0,0,49,3.9
flat,86,8446.0,3,4,3,12.0,Relatively New,2068.0,1,0,0,72,1.93
flat,62,14870.0,3,3,3,18.0,New Property,2343.0,1,0,1,38,4.0
flat,65,14430.0,4,4,3,2.0,Relatively New,1975.0,1,0,0,21,2.85
flat,92,4910.0,2,2,2,2.0,Relatively New,1109.0,0,0,0,96,0.49
flat,77,5296.0,3,4,3+,9.0,Relatively New,1829.0,1,0,0,49,1.1
flat,81,10081.0,3,3,3+,9.0,Relatively New,1650.0,1,0,2,49,2.12
house,7,8818.0,2,2,0,0.0,Old Property,126.0,0,0,0,7,1.0
flat,82,7176.0,3,5,3+,10.0,Relatively New,2000.0,1,0,1,76,1.22
flat,60,13936.0,3,4,3+,5.0,Relatively New,2045.0,1,0,1,174,2.85
flat,85,10000.0,2,2,3,23.0,Relatively New,1400.0,0,0,0,44,1.4
flat,70,8462.0,2,2,2,0.0,New Property,1026.0,0,0,0,49,1.1
flat,70,10638.0,3,4,3,8.0,Relatively New,2127.0,1,1,1,174,2.5
flat,95,6922.0,2,2,1,4.0,New Property,610.0,0,0,0,0,0.38
house,50,35741.0,5,5,3,2.0,Moderately Old,3240.0,1,0,0,20,11.58
house,7,17037.0,5,3,3+,3.0,Old Property,1350.0,1,0,0,27,2.3
house,48,24691.0,3,4,3,2.0,Relatively New,2592.0,1,1,1,148,6.4
