Name,Address,Price,Area,Configuration,Floor,Facing,Overlooking,Property Age,URL,Nearby Places,details
"Mahindra Aura
4.0","Mahindra Aura
Sector 110 A, Gurgaon","₹ 1.4 Crore+ Govt Charges & Tax
@ 14,141 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 990
(91.97 sq.m.)
Carpet area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies",5th   of 17 Floors,,,5 to 10 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-990-sq-ft-spid-O82518136,"['Global Foyer Mall, Palam Vihar\nDwarka Expy, Block D, New Palam Vihar\nRed Roses Public School\nThe NorthCap University']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Semifurnished', 'Parking': ':, 1 Open', 'Power Backup': ':, None', 'Property Code': ':, O82518136'}"
"Vatika Independent Floors
3.8","Vatika Independent Floors
Sector 82, Gurgaon","₹ 1.85 Crore+ Govt Charges & Tax
@ 14,509 per sq.ft. (All inclusive) View Price Details","Carpet area: 1275
(118.45 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",Ground of 2 Floors,East,"Pool,Park/Garden,Others,Main Road,Sea facing",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1275-sq-ft-spid-K82464514,"['Sapphire 83 Mall\nDelhi Jaipur Expressway\nVivek Model School\nHyatt Regency Gurgaon\nSinghania University, Manesar']","{'Property Ownership': ':, Freehold', 'Flooring': ':, Concrete', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water,Borewell/Tank', 'Power Backup': ':, None', 'Property Code': ':, K82464514'}"
"DLF Ridgewood Estate
3.9","DLF Ridgewood Estate
DLF Phase 4, Gurgaon","₹ 3 Crore+ Govt Charges & Tax
@ 21,897 per sq.ft. (All inclusive) View Price Details","Super Built up area 1370
(127.28 sq.m.)
Built Up area: 1300 sq.ft. (120.77 sq.m.)
Carpet area: 1250 sq.ft. (116.13 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 1 Balcony with Store Room",5th   of 14 Floors,East,,10+ Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-ridgewood-estate-dlf-phase-4-gurgaon-1370-sq-ft-spid-P82395238,"[""Huda Metro Station\nSahara Mall\nOyster's Water Park\nDLF Golf and Country Club""]","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 12.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, P82395238'}"
Karamvir Towers,"Karamvir Towers
Sector 52, Gurgaon","₹ 2.58 Crore+ Govt Charges & Tax
@ 12,169 per sq.ft. (All inclusive) View Price Details","Super Built up area 2120
(196.95 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",5th   of 10 Floors,North-West,Others,10+ Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-karamvir-towers-sector-52-gurgaon-2120-sq-ft-spid-W80881929,['Sector 54 chowk metro station\nSector 53-54 metro station\nSector metro station\nHong Kong Bazaar Mall\nRadhakrishna Shani Mandir'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Others', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 15.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Open', 'WheelChair Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, W80881929'}"
"Godrej Meridien
3.4","Godrej Meridien
Sector 106, Gurgaon","₹ 3.2 Crore
@ 15,984 per sq.ft. View Price Details","Carpet area: 2002
(185.99 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",11st   of 34 Floors,,,1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-Y79518291,"['Huda metro station\nGurgaon Dreamz Mall\nDwarka Expressway\nDelhi Ajmer Expressway\nEuro International School, Sector- 109']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Furnishing': ':, Unfurnished', 'Parking': ':, 1 Covered, 1 Open', 'Power Backup': ':, None', 'Property Code': ':, Y79518291'}"
"Ireo Uptown
4.2","Ireo Uptown
Sector 66, Gurgaon","₹ 3.19 Crore
@ 17,040 per sq.ft. (All inclusive) View Price Details","Super Built up area 1872
(173.91 sq.m.)
Carpet area: 1500 sq.ft. (139.35 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Servant Room",2nd   of 23 Floors,North-East,"Pool,Park/Garden,Club,Main Road",1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-spid-H83199998,['Sector 55-56 metro station\nHub 66\nNational Highway 248A\nShiksha Bharti Public School\nGurugram University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, H83199998'}"
"AWHO Shanti Vihar
4.0","AWHO Shanti Vihar
Sector 95, Gurgaon","₹ 1.3 Crore+ Govt Charges & Tax
@ 9,285 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1400
(130.06 sq.m.)
Carpet area: 980 sq.ft. (91.04 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3+ Balconies with Study Room",6th   of 23 Floors,North-East,"Club,Park/Garden,Others,Pool",1 to 5 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1400-sq-ft-spid-U83156386,['Yadav Clinic\nBangali Clinic\nDr. J. S. Sarkar Clinic\nVijay Petrol Pump\nIndian Oil\nEssar Petrol Pump\nHP Petrol Pump'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, U83156386'}"
"ROF Ananda
3.4","ROF Ananda
Sector 95, Gurgaon","₹ 65 Lac+ Govt Charges & Tax
@ 10,091 per sq.ft. View Price Details","Carpet area: 644.12
(59.84 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 1 Balcony",4th   of 14 Floors,North,"Park/Garden,Main Road",1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rof-ananda-sector-95-gurgaon-644-sq-ft-r1-spid-K81213489,['Metro\nDwarka Expressway\nRajeev Chowk\nNH8\nKMP Expressway\nIMT Manesar\nISBT\nHero Honda Chowk'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, K81213489'}"
"Pareena Coban Residences
3.2","Pareena Coban Residences
Sector 99A, Gurgaon","₹ 1.6 Crore
@ 10,322 per sq.ft. View Price Details","Super Built up area 1550
(144 sq.m.)
Carpet area: 916 sq.ft. (85.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room",4th   of 20 Floors,North-East,"Pool,Others,Park/Garden,Club,Main Road",1 to 5 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-coban-residences-sector-99a-gurgaon-1550-sq-ft-spid-C82529628,['Dwarka Expressway\nMDS Public School\nSGT University\nThe Care Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 131.2 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, C82529628'}"
Sushant Lok 1 Builder Floors,"Sushant Lok 1 Builder Floors
Sushant Lok Phase 1, Gurgaon","₹ 3.7 Crore
@ 1,23,333 per sq.yards (Negotiable) View Price Details","Carpet area: 300
(250.84 sq.m.)  
sq.yards","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Study Room",2nd   of 4 Floors,North-East,,0 to 1 Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-A83625484,['Huda city centre metro station\nSector 42-43 metro station\nHanuman Mandir\nNew Life Church\nHdfc ATM\nRbs ATM'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, A83625484'}"
Sushant Lok 1 Builder Floors,"Sushant Lok 1 Builder Floors
Sushant Lok Phase 1, Gurgaon","₹ 3.25 Crore
@ 1,51,162 per sq.yards (All inclusive) View Price Details","Carpet area: 215
(179.77 sq.m.)  
sq.yards","3 Bedrooms , 3 Bathrooms, 3 Balconies with Study Room",2nd   of 4 Floors,North-East,,0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-X83624706,['Huda city centre metro station\nSector 42-43 metro station\nHanuman Mandir\nNew Life Church\nHdfc ATM\nRbs ATM'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, X83624706'}"
DLF Phase 4 Luxury Builder Floors,"DLF Phase 4 Luxury Builder Floors
DLF Phase 4, Gurgaon","₹ 4.5 Crore
@ 1,66,666 per sq.yards (All inclusive) View Price Details","Carpet area: 270
(225.75 sq.m.)  
sq.yards","3 Bedrooms , 3 Bathrooms, 3 Balconies with Study Room",2nd   of 4 Floors,North-East,,0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-luxury-builder-floors-dlf-phase-4-gurgaon-2430-sq-ft-spid-O83612810,,"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, O83612810'}"
DLF Phase 4 Luxury Builder Floors,"DLF Phase 4 Luxury Builder Floors
DLF Phase 4, Gurgaon","₹ 3.75 Crore
@ 1,38,888 per sq.yards (All inclusive) View Price Details","Carpet area: 270
(225.75 sq.m.)  
sq.yards","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Study Room,Pooja Room",2nd   of 4 Floors,North-East,,0 to 1 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-4-luxury-builder-floors-dlf-phase-4-gurgaon-2430-sq-ft-spid-O83611064,,"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, O83611064'}"
Signature Global Prime,"Signature Global Prime
Sector 63A, Gurgaon","₹ 85 Lac+ Govt Charges & Tax
@ 14,390 per sq.ft. (All inclusive, Negotiable) View Price Details","Carpet area: 590.66
(54.87 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies",6th   of 24 Floors,East,Park/Garden,0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-prime-sector-63a-gurgaon-591-sq-ft-spid-U83564800,['Sector 55-56 Metro Station\nParas Trinity Mall\nGolf Course Ext Rd\nPragyanam School\nKIIT College of Engineering'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, U83564800'}"
Vatika Boulevard Residences and Heights,"Vatika Boulevard Residences and Heights
Sector 83, Gurgaon","₹ 2.15 Crore+ Govt Charges & Tax
@ 15,925 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1775
(164.9 sq.m.)
Built Up area: 1500 sq.ft. (139.35 sq.m.)
Carpet area: 1350 sq.ft. (125.42 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 2 Balconies",2nd   of 18 Floors,,Main Road,1 to 5 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-boulevard-residences-and-heights-sector-83-gurgaon-1775-sq-ft-spid-Y83552092,['Sapphire 83 Mall\nM3M SCO Shop cum Office\nRampura Flyover\nManesar toll plaza - Kherki Daula\nRPS International School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Leasehold', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, Y83552092'}"
"Vipul Greens
4.2","Vipul Greens
Sector 48, Gurgaon","₹ 3.3 Crore
@ 17,741 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1860
(172.8 sq.m.)
Built Up area: 1700 sq.ft. (157.94 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Study Room,Servant Room",Ground of 14 Floors,East,"Pool,Park/Garden,Club,Main Road",5 to 10 Year Old,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-greens-sector-48-gurgaon-1860-sq-ft-spid-N83529196,['Huda City Metro Station\nElements One Mall\nSohna Road\nRajiv Chawk\nDelhi Jaipur Expressway\nGD Goenka Public School'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 60.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N83529196'}"
DLF Phase 1 Ultra Luxury Builder Floors,"DLF Phase 1 Ultra Luxury Builder Floors
DLF Phase 1, Gurgaon","₹ 5 Crore
@ 1,66,666 per sq.yards (All inclusive) View Price Details","Carpet area: 300
(250.84 sq.m.)  
sq.yards","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Pooja Room",2nd   of 4 Floors,North-East,,0 to 1 Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-dlf-phase-1-ultra-luxury-builder-floors-dlf-phase-1-gurgaon-2700-sq-ft-spid-V83490754,['Guru dronacharya metro station\nDlf phase 1 metro station\nSikandarpur rmrg metro station\nSikanderpur metro station'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, V83490754'}"
"Silverglades The Melia
3.7","Silverglades The Melia
Sohna, Gurgaon","₹ 1.75 Crore+ Govt Charges & Tax
@ 9,500 per sq.ft. (All inclusive, Negotiable) View Price Details","Carpet area: 1845
(171.41 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 2 Balconies with Pooja Room,Servant Room",8th   of 14 Floors,East,"Pool,Park/Garden,Club,Main Road,Others",1 to 5 Year Old,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1845-sq-ft-r1-spid-D81792400,['Global City Centre Mall\nSohna Road\nWestern Peripheral Expressway\nShambhu Dayal High School\nGD Goenka University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, D81792400'}"
"Signature Andour Heights
3.8","Signature Andour Heights
Sector 71, Gurgaon","₹ 84 Lac
@ 16,342 per sq.ft. View Price Details","Carpet area: 514
(47.75 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 2 Balconies",8th   of 13 Floors,North-East,Park/Garden,1 to 5 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-andour-heights-sector-71-gurgaon-514-sq-ft-spid-H83468598,['Millennium City Centre\nOmaxe City Centre\nGurgaon - Delhi Expy\nCD International School\nGurugram University'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Partial', 'Property Code': ':, H83468598'}"
"Sector 9, Gurgaon","Sector 9, Gurgaon","₹ 1.85 Crore+ Govt Charges & Tax
@ 90,686 per sq.yards (All inclusive, Negotiable) View Price Details","Carpet area: 204
(170.57 sq.m.)  
sq.yards","3 Bedrooms , 3 Bathrooms, 2 Balconies",Ground of 3 Floors,West,Main Road,1 to 5 Year Old,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-sector-9-gurgaon-1836-sq-ft-r1-spid-L82007592,['State bank ATM\nEsic Hospital Gurugram\nShri Multispeciality Hospital\nAnkur Clinic and Maternity Home\nShree Krishna Hospital Gurgaon'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 59.1 Feet', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Municipal corporation', 'Power Backup': ':, None', 'Property Code': ':, L82007592'}"
"Sector 4, Gurgaon","Sector 4, Gurgaon","₹ 2 Crore+ Govt Charges & Tax
@ 80,000 per sq.yards (All inclusive, Negotiable) View Price Details","Carpet area: 250
(209.03 sq.m.)  
sq.yards","4 Bedrooms , 3 Bathrooms, 2 Balconies with Pooja Room",1st   of 3 Floors,South,,1 to 5 Year Old,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-sector-4-gurgaon-2250-sq-ft-r1-spid-K81216489,['Chintapurni Mandir\nState bank ATM\nPrateek Nursing Home And Polyclinic\nKr Dental Hub\nShree Krishna Hospital Gurgaon'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Vitrified', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 27.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, K81216489'}"
