Name,Address,Price,Area,Configuration,Floor,Facing,Overlooking,Property Age,URL,Nearby Places,details
"Vatika Independent Floors
3.8","Vatika Independent Floors
Sector 82, Gurgaon","₹ 1.25 Crore+ Govt Charges & Tax
@ 10,729 per sq.ft. (All inclusive, Negotiable) View Price Details","Carpet area: 1165
(108.23 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Others",2nd   of 2 Floors,North,"Park/Garden,Main Road,Others",1 to 5 Year Old,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-independent-floors-sector-82-gurgaon-1165-sq-ft-spid-B82812660,"['Sapphire 83 Mall\nDelhi Jaipur Expressway\nVivek Model School\nHyatt Regency Gurgaon\nSinghania University, Manesar']","{'Property Ownership': ':, Leasehold', 'Flooring': ':, Concrete', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, B82812660'}"
"DLF Belvedere Towers
3.8","DLF Belvedere Towers
DLF Phase 2, Gurgaon","₹ 4.83 Crore+ Govt Charges & Tax
@ 28,143 per sq.ft. (All inclusive) View Price Details","Built Up area: 2250
(209.03 sq.m.)
Carpet area: 1718 sq.ft. (159.61 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3 Balconies with Servant Room",11st   of 19 Floors,North-East,Park/Garden,5 to 10 Year Old,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-belvedere-towers-dlf-phase-2-gurgaon-2250-sq-ft-r10-spid-S63736244,['Vodafone belvedere towers metro station\nDlf phase 3 metro station\nDlf phase 2 metro station\nIndusind bank cyber city metro station'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Granite', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 18.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, S63736244'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 3.7 Crore
@ 14,230 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2600
(241.55 sq.m.)
Built Up area: 1989 sq.ft. (184.78 sq.m.)
Carpet area: 1619 sq.ft. (150.41 sq.m.)  
sq.ft.","4 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room,Store Room",8th   of 11 Floors,East,"Park/Garden,Pool,Others,Main Road,Club",0 to 1 Year Old    View Construction Status,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2600-sq-ft-spid-K82778964,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, K82778964'}"
Central Park Flower Valley Flamingo Floors,"Central Park Flower Valley Flamingo Floors
Sector-33 Sohna, Gurgaon","₹ 2.15 Crore+ Govt Charges & Tax
@ 19,742 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1089
(101.17 sq.m.)
Built Up area: 830 sq.ft. (77.11 sq.m.)
Carpet area: 644 sq.ft. (59.83 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Servant Room",Ground of 3 Floors,East,"Pool,Park/Garden,Others,Main Road,Club,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1089-sq-ft-spid-E82777676,"['Sapphire Mall\nMore Hypermart , Vipul business park\nRaheja Mall\nWorldMark Gurgaon, Maidawas Rd\nBasant Valley Global School']","{'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, E82777676'}"
"Block F Sector 57, Gurgaon","Block F Sector 57, Gurgaon","₹ 2.95 Crore
@ 92,767 per sq.yards (Negotiable) View Price Details","Carpet area: 318
(265.89 sq.m.)  
sq.yards","5 Bedrooms , 5 Bathrooms, 2 Balconies with Others",Lower Ground of 3 Floors,East,Others,1 to 5 Year Old,https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-block-f-sector-57-gurgaon-2862-sq-ft-spid-S82771894,['Sector metro station\nSector metro station\nHong Kong Bazaar Mall\nRadhakrishna Shani Mandir\nSanatan Dharm Mandir'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 3 Covered', 'Water Source': ':, 24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, S82771894'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 2.65 Crore
@ 14,812 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1789
(166.2 sq.m.)
Built Up area: 1475 sq.ft. (137.03 sq.m.)
Carpet area: 1141 sq.ft. (106 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Study Room",6th   of 11 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-E82756556,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, E82756556'}"
Central Park Flower Valley Flamingo Floors,"Central Park Flower Valley Flamingo Floors
Sector-33 Sohna, Gurgaon","₹ 1.55 Crore+ Govt Charges & Tax
@ 14,181 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1093
(101.54 sq.m.)
Built Up area: 850 sq.ft. (78.97 sq.m.)
Carpet area: 674 sq.ft. (62.62 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room",1st   of 2 Floors,East,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-I82731754,"['Sapphire Mall\nMore Hypermart , Vipul business park\nRaheja Mall\nWorldMark Gurgaon, Maidawas Rd\nBasant Valley Global School']","{'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, I82731754'}"
Central Park Flower Valley Flamingo Floors,"Central Park Flower Valley Flamingo Floors
Sector-33 Sohna, Gurgaon","₹ 2.1 Crore
@ 19,213 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1093
(101.54 sq.m.)
Built Up area: 890 sq.ft. (82.68 sq.m.)
Carpet area: 690 sq.ft. (64.1 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room",Ground of 2 Floors,East,"Pool,Park/Garden,Club,Main Road,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1093-sq-ft-spid-Z82731752,"['Sapphire Mall\nMore Hypermart , Vipul business park\nRaheja Mall\nWorldMark Gurgaon, Maidawas Rd\nBasant Valley Global School']","{'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank,Municipal corporation', 'Power Backup': ':, Full', 'Property Code': ':, Z82731752'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 2.75 Crore
@ 15,371 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1789
(166.2 sq.m.)
Built Up area: 1470 sq.ft. (136.57 sq.m.)
Carpet area: 1141 sq.ft. (106 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3+ Balconies with Study Room",6th   of 11 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-J82694648,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, J82694648'}"
Central Park The Orchard,"Central Park The Orchard
Sohna, Gurgaon","₹ 3.7 Crore+ Govt Charges & Tax
@ 15,102 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2450
(227.61 sq.m.)
Built Up area: 1990 sq.ft. (184.88 sq.m.)
Carpet area: 1750 sq.ft. (162.58 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",2nd   of 4 Floors,East,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2450-sq-ft-spid-Y82694326,['Sohna Gurgaon Highway\nK. R. Mangalam University\nGD Goenka World School\nCivil Hospital\nIndira Gandhi International Airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Y82694326'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 3.7 Crore+ Govt Charges & Tax
@ 33,035 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2134
(198.26 sq.m.)
Built Up area: 1320 sq.ft. (122.63 sq.m.)
Carpet area: 1120 sq.ft. (104.05 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",6th   of 12 Floors,East,"Pool,Park/Garden,Club,Others,Main Road,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-spid-E82674230,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Wood', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, E82674230'}"
Central Park The Orchard,"Central Park The Orchard
Sohna, Gurgaon","₹ 3.95 Crore+ Govt Charges & Tax
@ 22,571 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2450
(227.61 sq.m.)
Built Up area: 1990 sq.ft. (184.88 sq.m.)
Carpet area: 1750 sq.ft. (162.58 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",4th   of 4 Floors,East,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2450-sq-ft-spid-N82673092,['Sohna Gurgaon Highway\nK. R. Mangalam University\nGD Goenka World School\nCivil Hospital\nIndira Gandhi International Airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 18.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, N82673092'}"
Central Park The Orchard,"Central Park The Orchard
Sohna, Gurgaon","₹ 3.9 Crore+ Govt Charges & Tax
@ 22,941 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2450
(227.61 sq.m.)
Built Up area: 2121 sq.ft. (197.05 sq.m.)
Carpet area: 1700 sq.ft. (157.94 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies with Others",2nd   of 4 Floors,East,"Pool,Park/Garden,Club,Main Road,Others,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-the-orchard-sohna-gurgaon-2450-sq-ft-spid-L82660790,['Sohna Gurgaon Highway\nK. R. Mangalam University\nGD Goenka World School\nCivil Hospital\nIndira Gandhi International Airport'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 78.7 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, L82660790'}"
Bedarwal Consortium Sixty Three Golf Drive,"Bedarwal Consortium Sixty Three Golf Drive
Kadarpur, Gurgaon","₹ 80 Lac+ Govt Charges & Tax
@ 13,223 per sq.ft. (All inclusive, Negotiable) View Price Details","Carpet area: 605
(56.21 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 1 Balcony with Store Room
View Floor Plan",6th   of 11 Floors,South-East,"Park/Garden,Main Road",1 to 5 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bedarwal-consortium-sixty-three-golf-drive-kadarpur-gurgaon-605-sq-ft-spid-T82631734,"['Sector 55-56 Metro Station\nBestech Central Square Mall\nNH 248A\nBuddha Intl School, Near Bhondsi Jail\nSushant University']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Marble', 'Furnishing': ':, Unfurnished', 'Width of facing road': ':, 20.0 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, T82631734'}"
Vatika Emilia Floors,"Vatika Emilia Floors
Sector 83, Gurgaon","₹ 1.2 Crore+ Govt Charges & Tax
@ 12,765 per sq.ft. (All inclusive) View Price Details","Carpet area: 940
(87.33 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Others",2nd   of 4 Floors,East,"Pool,Park/Garden,Others,Sea facing",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vatika-emilia-floors-sector-83-gurgaon-940-sq-ft-spid-X82629218,['Retail Shops\nTown Square\nINXT City Centre\nTown Square 2\nMatriKiran School\nApollo Cradle\nMedeor'],"{'Property Ownership': ':, Leasehold', 'Flooring': ':, Marble', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, X82629218'}"
Central Park Flower Valley Flamingo Floors,"Central Park Flower Valley Flamingo Floors
Sector-33 Sohna, Gurgaon","₹ 1.75 Crore
@ 13,779 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1270
(117.99 sq.m.)  
sq.ft.","3 Bedrooms , 2 Bathrooms, 3 Balconies with Store Room",1st   of 2 Floors,West,Others,0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-1270-sq-ft-r1-spid-F78639357,"['Sapphire Mall\nMore Hypermart , Vipul business park\nRaheja Mall\nWorldMark Gurgaon, Maidawas Rd\nBasant Valley Global School']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 39.4 Feet', 'Gated Community': ':, Yes', 'Parking': ':, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, 24*7 Water,Borewell/Tank', 'Power Backup': ':, Full', 'Property Code': ':, F78639357'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 2.7 Crore
@ 15,092 per sq.ft. (All inclusive) View Price Details","Super Built up area 1789
(166.2 sq.m.)
Built Up area: 1480 sq.ft. (137.5 sq.m.)
Carpet area: 1141 sq.ft. (106 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies",6th   of 11 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-r1-spid-F80723933,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Mosaic', 'Furnishing': ':, Semifurnished', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, F80723933'}"
"Central Park Flower Valley
3.7","Central Park Flower Valley
Sector-33 Sohna, Gurgaon","₹ 2.12 Crore
@ 19,396 per sq.ft. (All inclusive) View Price Details","Super Built up area 1093
(101.54 sq.m.)
Built Up area: 865 sq.ft. (80.36 sq.m.)
Carpet area: 659 sq.ft. (61.22 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Study Room",Ground of 2 Floors,East,"Park/Garden,Pool,Club,Main Road,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-1093-sq-ft-r1-spid-K80829109,['Airia Mall\nNH 248A\nGD Goenka Signature School\nK. R. Mangalam University\nVardaan Hospital & Trauma Centre'],"{'Property Ownership': ':, Freehold', 'Flooring': ':, Mosaic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, K80829109'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 2.85 Crore+ Govt Charges & Tax
@ 15,930 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1789
(166.2 sq.m.)
Built Up area: 1515 sq.ft. (140.75 sq.m.)
Carpet area: 1141 sq.ft. (106 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies",3rd   of 12 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-r1-spid-I81811084,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 60.0 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, I81811084'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 3 Crore
@ 14,058 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2134
(198.26 sq.m.)
Built Up area: 1650 sq.ft. (153.29 sq.m.)
Carpet area: 1450 sq.ft. (134.71 sq.m.)  
sq.ft.","3 Bedrooms , 3 Bathrooms, 3 Balconies",5th   of 11 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-r1-spid-Z81812898,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 1 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, Z81812898'}"
"Central Park Flower Valley Aqua Front Towers
3.9","Central Park Flower Valley Aqua Front Towers
Sector-33 Sohna, Gurgaon","₹ 3.1 Crore
@ 14,526 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 2134
(198.26 sq.m.)
Built Up area: 1850 sq.ft. (171.87 sq.m.)
Carpet area: 1450 sq.ft. (134.71 sq.m.)  
sq.ft.","3 Bedrooms , 4 Bathrooms, 3+ Balconies with Servant Room",6th   of 11 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old    View Construction Status,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-r1-spid-S82437582,['Rajeha Mall\nNational Highway 248A\nN.B.G.S.M College\nScottish High International School\nPark Hospital\nIndira Gandhi International Airport'],"{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Furnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered, 1 Open', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, Full', 'Property Code': ':, S82437582'}"
"Central Park Flower Valley Cerise Floors
3.7","Central Park Flower Valley Cerise Floors
Sector-33 Sohna, Gurgaon","₹ 1.8 Crore
@ 14,634 per sq.ft. (All inclusive, Negotiable) View Price Details","Super Built up area 1230
(114.27 sq.m.)
Built Up area: 1010 sq.ft. (93.83 sq.m.)
Carpet area: 750 sq.ft. (69.68 sq.m.)  
sq.ft.","2 Bedrooms , 2 Bathrooms, 3 Balconies with Servant Room",4th   of 4 Floors,East,"Main Road,Club,Park/Garden,Pool,Others",0 to 1 Year Old,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-cerise-floors-sector-33-sohna-gurgaon-1230-sq-ft-r1-spid-J82438698,"['Sector 55-56, Sector 56\nM3m 65th Avenue Mall\nEmerald Plaza Mall\nOmaxe City Centre\nAiria Mall\nBasant Valley Global School']","{'Transaction Type': ':, Resale', 'Property Ownership': ':, Freehold', 'Flooring': ':, Ceramic', 'Furnishing': ':, Semifurnished', 'Width of facing road': ':, 196.9 Feet', 'Gated Community': ':, Yes', 'Corner Property': ':, Yes', 'Parking': ':, 2 Covered', 'WheelChair Friendly': ':, Yes', 'Pet Friendly': ':, Yes', 'Water Source': ':, Municipal corporation,Borewell/Tank,24*7 Water', 'Power Backup': ':, None', 'Property Code': ':, J82438698'}"
